,artist,track,chart,tracks_uri,albums_uris,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity
862,Janet Jackson,Nasty,greatest-billboards-top-songs-80s,spotify:track:6UKPyuwy4fjLFvsZZd71C7,spotify:album:3OwSJwmIC3lB5heK6kYKQM,,0.12,https://api.spotify.com/v1/audio-analysis/6UKPyuwy4fjLFvsZZd71C7,0.827,244160.0,0.973,6UKPyuwy4fjLFvsZZd71C7,0.0129,1.0,0.104,-3.315,0.0,0.116,103.752,4.0,https://api.spotify.com/v1/tracks/6UKPyuwy4fjLFvsZZd71C7,audio_features,spotify:track:6UKPyuwy4fjLFvsZZd71C7,0.77,3
863,Prince,Purple Rain,greatest-billboards-top-songs-80s,spotify:track:54X78diSLoUDI3joC2bjMz,spotify:album:7nXJ5k4XgRj5OLg9m8V3zc,,0.0353,https://api.spotify.com/v1/audio-analysis/54X78diSLoUDI3joC2bjMz,0.367,520787.0,0.452,54X78diSLoUDI3joC2bjMz,0.00228,10.0,0.689,-10.422,1.0,0.0307,113.066,4.0,https://api.spotify.com/v1/tracks/54X78diSLoUDI3joC2bjMz,audio_features,spotify:track:54X78diSLoUDI3joC2bjMz,0.189,75
864,Cyndi Lauper,She Bop,greatest-billboards-top-songs-80s,spotify:track:2FAL6hxj5Qxuj0kWOkEOsF,spotify:album:1FvdZ1oizXwF9bxogujoF0,,0.00088,https://api.spotify.com/v1/audio-analysis/2FAL6hxj5Qxuj0kWOkEOsF,0.583,229267.0,0.891,2FAL6hxj5Qxuj0kWOkEOsF,0.000163,9.0,0.103,-4.565,0.0,0.0345,136.794,4.0,https://api.spotify.com/v1/tracks/2FAL6hxj5Qxuj0kWOkEOsF,audio_features,spotify:track:2FAL6hxj5Qxuj0kWOkEOsF,0.814,50
865,Ronnie Milsap,(There's) No Gettin' Over Me,greatest-billboards-top-songs-80s,spotify:track:2bRnP6FjtlASGsDtcgRVuI,spotify:album:4rfNPJR54mFLPz6FzV2TI8,,0.627,https://api.spotify.com/v1/audio-analysis/2bRnP6FjtlASGsDtcgRVuI,0.595,199680.0,0.447,2bRnP6FjtlASGsDtcgRVuI,0.000586,1.0,0.3,-10.342,0.0,0.0323,200.528,4.0,https://api.spotify.com/v1/tracks/2bRnP6FjtlASGsDtcgRVuI,audio_features,spotify:track:2bRnP6FjtlASGsDtcgRVuI,0.787,52
866,Men At Work,Overkill,greatest-billboards-top-songs-80s,spotify:track:3iA4foXIFpekwHyma7pRs1,spotify:album:4GDchmJ8oESRJ58cDXvnE0,,0.0854,https://api.spotify.com/v1/audio-analysis/3iA4foXIFpekwHyma7pRs1,0.646,229467.0,0.809,3iA4foXIFpekwHyma7pRs1,0.0,1.0,0.0806,-3.99,0.0,0.0282,139.2,4.0,https://api.spotify.com/v1/tracks/3iA4foXIFpekwHyma7pRs1,audio_features,spotify:track:3iA4foXIFpekwHyma7pRs1,0.588,57
867,Cher,If I Could Turn Back Time,greatest-billboards-top-songs-80s,spotify:track:51pc5BLYpNIM5qFRiWT4px,spotify:album:3pLimjWjLrKEIrh36UvwHZ,,0.154,https://api.spotify.com/v1/audio-analysis/51pc5BLYpNIM5qFRiWT4px,0.662,235840.0,0.591,51pc5BLYpNIM5qFRiWT4px,0.0,11.0,0.0879,-9.652,1.0,0.0266,108.241,4.0,https://api.spotify.com/v1/tracks/51pc5BLYpNIM5qFRiWT4px,audio_features,spotify:track:51pc5BLYpNIM5qFRiWT4px,0.483,1
868,Joe Jackson,Steppin' Out,greatest-billboards-top-songs-80s,spotify:track:0tBTnrMcc91qKP9dHqhsS7,spotify:album:0qXKy00l8syNSBNjE15o4t,,0.0366,https://api.spotify.com/v1/audio-analysis/0tBTnrMcc91qKP9dHqhsS7,0.584,262867.0,0.474,0tBTnrMcc91qKP9dHqhsS7,0.000363,11.0,0.0518,-9.431,1.0,0.0296,160.173,4.0,https://api.spotify.com/v1/tracks/0tBTnrMcc91qKP9dHqhsS7,audio_features,spotify:track:0tBTnrMcc91qKP9dHqhsS7,0.651,53
869,Bruce Springsteen,Hungry Heart,greatest-billboards-top-songs-80s,spotify:track:1KsI8NEeAna8ZIdojI3FiT,spotify:album:6YNIEeDWqC09YIWzhoSVLg,,0.0857,https://api.spotify.com/v1/audio-analysis/1KsI8NEeAna8ZIdojI3FiT,0.641,199453.0,0.894,1KsI8NEeAna8ZIdojI3FiT,0.009,8.0,0.157,-7.41,1.0,0.0273,109.823,4.0,https://api.spotify.com/v1/tracks/1KsI8NEeAna8ZIdojI3FiT,audio_features,spotify:track:1KsI8NEeAna8ZIdojI3FiT,0.972,69
870,The Pointer Sisters,Neutron Dance,greatest-billboards-top-songs-80s,spotify:track:73XBEM0gcXc3lku1KwaLGS,spotify:album:7oiDQdZ810FzweT2fm3tAP,,0.0242,https://api.spotify.com/v1/audio-analysis/73XBEM0gcXc3lku1KwaLGS,0.751,253147.0,0.762,73XBEM0gcXc3lku1KwaLGS,0.0,9.0,0.552,-9.238,1.0,0.05,104.801,4.0,https://api.spotify.com/v1/tracks/73XBEM0gcXc3lku1KwaLGS,audio_features,spotify:track:73XBEM0gcXc3lku1KwaLGS,0.87,35
871,The Cars,Shake It Up,greatest-billboards-top-songs-80s,spotify:track:5OWokvF4QOqMDQ8ByQsm6V,spotify:album:4lDlCfyIhAXwP3hO2GVUaw,,0.0723,https://api.spotify.com/v1/audio-analysis/5OWokvF4QOqMDQ8ByQsm6V,0.692,215440.0,0.74,5OWokvF4QOqMDQ8ByQsm6V,8.83e-05,0.0,0.136,-7.466,1.0,0.0329,147.274,4.0,https://api.spotify.com/v1/tracks/5OWokvF4QOqMDQ8ByQsm6V,audio_features,spotify:track:5OWokvF4QOqMDQ8ByQsm6V,0.864,49
872,Bon Jovi,Born To Be My Baby,greatest-billboards-top-songs-80s,spotify:track:50ZpPgU81payZxI2H7QXNM,spotify:album:3mcKOl0KNe65BqiBa40WxR,,0.0089,https://api.spotify.com/v1/audio-analysis/50ZpPgU81payZxI2H7QXNM,0.534,280107.0,0.959,50ZpPgU81payZxI2H7QXNM,0.0,7.0,0.347,-4.289,1.0,0.0379,131.278,4.0,https://api.spotify.com/v1/tracks/50ZpPgU81payZxI2H7QXNM,audio_features,spotify:track:50ZpPgU81payZxI2H7QXNM,0.756,60
873,Information Society,What's On Your Mind (Pure Energy),greatest-billboards-top-songs-80s,spotify:track:0sId1fkKRfPlyMMOSVShng,spotify:album:3bv0NUg3BXwT5Uh4PW4zUD,,0.00665,https://api.spotify.com/v1/audio-analysis/0sId1fkKRfPlyMMOSVShng,0.766,275533.0,0.734,0sId1fkKRfPlyMMOSVShng,0.0238,0.0,0.209,-11.217,1.0,0.056,118.221,4.0,https://api.spotify.com/v1/tracks/0sId1fkKRfPlyMMOSVShng,audio_features,spotify:track:0sId1fkKRfPlyMMOSVShng,0.753,54
874,Donny Osmond,Soldier Of Love,greatest-billboards-top-songs-80s,spotify:track:4LAZnWUVBTgoXPAAB9hDpM,spotify:album:3i2GZvrOvjbB427nSl5j1L,,0.239,https://api.spotify.com/v1/audio-analysis/4LAZnWUVBTgoXPAAB9hDpM,0.45,450867.0,0.547,4LAZnWUVBTgoXPAAB9hDpM,0.0,7.0,0.436,-13.794,1.0,0.167,105.109,4.0,https://api.spotify.com/v1/tracks/4LAZnWUVBTgoXPAAB9hDpM,audio_features,spotify:track:4LAZnWUVBTgoXPAAB9hDpM,0.379,5
875,The Oak Ridge Boys,Elvira,greatest-billboards-top-songs-80s,spotify:track:53IGTPnv0L7bZeqrSezihr,spotify:album:5dU40ZgM4BMaB1PMB3e9jY,,0.107,https://api.spotify.com/v1/audio-analysis/53IGTPnv0L7bZeqrSezihr,0.76,221880.0,0.589,53IGTPnv0L7bZeqrSezihr,3.42e-05,7.0,0.0919,-7.97,1.0,0.026,126.377,4.0,https://api.spotify.com/v1/tracks/53IGTPnv0L7bZeqrSezihr,audio_features,spotify:track:53IGTPnv0L7bZeqrSezihr,0.837,0
876,Thompson Twins,Hold Me Now,greatest-billboards-top-songs-80s,spotify:track:1B1Y52ftMyCmgjPsEMQDqq,spotify:album:0EKvjXCkgxeH6YjfN7ScYR,,0.658,https://api.spotify.com/v1/audio-analysis/1B1Y52ftMyCmgjPsEMQDqq,0.787,286667.0,0.517,1B1Y52ftMyCmgjPsEMQDqq,1.07e-05,7.0,0.292,-12.794,1.0,0.0332,108.186,4.0,https://api.spotify.com/v1/tracks/1B1Y52ftMyCmgjPsEMQDqq,audio_features,spotify:track:1B1Y52ftMyCmgjPsEMQDqq,0.885,56
877,Sheena Easton,The Lover In Me,greatest-billboards-top-songs-80s,spotify:track:6pvIzUyq2yxvIEIK8i6hRs,spotify:album:7c3FMymY4UvkHkF1yV2hdO,,0.0274,https://api.spotify.com/v1/audio-analysis/6pvIzUyq2yxvIEIK8i6hRs,0.818,301373.0,0.808,6pvIzUyq2yxvIEIK8i6hRs,0.0,7.0,0.0592,-8.536,0.0,0.0467,115.221,4.0,https://api.spotify.com/v1/tracks/6pvIzUyq2yxvIEIK8i6hRs,audio_features,spotify:track:6pvIzUyq2yxvIEIK8i6hRs,0.931,32
878,The Georgia Satellites,Keep Your Hands To Yourself,greatest-billboards-top-songs-80s,spotify:track:5tORtBzHUAnNrIw5Ql3kHZ,spotify:album:0obHqsEpkaCWGWGjxcdXel,,0.00259,https://api.spotify.com/v1/audio-analysis/5tORtBzHUAnNrIw5Ql3kHZ,0.57,208469.0,0.882,5tORtBzHUAnNrIw5Ql3kHZ,0.000178,2.0,0.0875,-6.044,1.0,0.0524,114.88,4.0,https://api.spotify.com/v1/tracks/5tORtBzHUAnNrIw5Ql3kHZ,audio_features,spotify:track:5tORtBzHUAnNrIw5Ql3kHZ,0.844,59
879,Thomas Dolby,She Blinded Me With Science,greatest-billboards-top-songs-80s,spotify:track:0BWravaqj9rKdOU8RWXhuf,spotify:album:3ajWsun4JhB2GmKXWzVVj9,,0.108,https://api.spotify.com/v1/audio-analysis/0BWravaqj9rKdOU8RWXhuf,0.799,221267.0,0.755,0BWravaqj9rKdOU8RWXhuf,0.169,9.0,0.0661,-11.538,1.0,0.0419,128.695,4.0,https://api.spotify.com/v1/tracks/0BWravaqj9rKdOU8RWXhuf,audio_features,spotify:track:0BWravaqj9rKdOU8RWXhuf,0.975,43
880,Foreigner,Urgent,greatest-billboards-top-songs-80s,spotify:track:6QkR93RevDDOxHJsndq2HF,spotify:album:4VRXqPaa2ZTwC2AG364RWO,,0.362,https://api.spotify.com/v1/audio-analysis/6QkR93RevDDOxHJsndq2HF,0.851,259453.0,0.794,6QkR93RevDDOxHJsndq2HF,0.00587,4.0,0.082,-5.456,0.0,0.033,114.956,4.0,https://api.spotify.com/v1/tracks/6QkR93RevDDOxHJsndq2HF,audio_features,spotify:track:6QkR93RevDDOxHJsndq2HF,0.94,50
881,Howard Jones,Things Can Only Get Better,greatest-billboards-top-songs-80s,spotify:track:1RbOObDFn7GOseR1w529Zj,spotify:album:1V8qUSg1WAHf3dCrVYdJ5Z,,0.0314,https://api.spotify.com/v1/audio-analysis/1RbOObDFn7GOseR1w529Zj,0.752,235827.0,0.743,1RbOObDFn7GOseR1w529Zj,0.000117,7.0,0.128,-6.083,1.0,0.0331,108.254,4.0,https://api.spotify.com/v1/tracks/1RbOObDFn7GOseR1w529Zj,audio_features,spotify:track:1RbOObDFn7GOseR1w529Zj,0.832,57
882,Michael Jackson,Dirty Diana,greatest-billboards-top-songs-80s,spotify:track:4FC7GMnGwYeAjuvC83Srbs,spotify:album:2X8UOIkZQdcz2Hi5Ynt2uk,,0.178,https://api.spotify.com/v1/audio-analysis/4FC7GMnGwYeAjuvC83Srbs,0.734,280947.0,0.801,4FC7GMnGwYeAjuvC83Srbs,0.000401,3.0,0.324,-4.525,1.0,0.0437,131.424,4.0,https://api.spotify.com/v1/tracks/4FC7GMnGwYeAjuvC83Srbs,audio_features,spotify:track:4FC7GMnGwYeAjuvC83Srbs,0.331,63
883,The Honeydrippers,Sea Of Love,greatest-billboards-top-songs-80s,spotify:track:0VMGij4wSGBM5pSTcqjxeD,spotify:album:0fwGgCBAMQ0ItsxR7yBE8O,,0.111,https://api.spotify.com/v1/audio-analysis/0VMGij4wSGBM5pSTcqjxeD,0.422,183880.0,0.411,0VMGij4wSGBM5pSTcqjxeD,0.00113,7.0,0.324,-9.004,1.0,0.0257,82.737,4.0,https://api.spotify.com/v1/tracks/0VMGij4wSGBM5pSTcqjxeD,audio_features,spotify:track:0VMGij4wSGBM5pSTcqjxeD,0.393,50
884,Great White,Once Bitten Twice Shy,greatest-billboards-top-songs-80s,spotify:track:7pkWZL0kA26s754CwyK0SH,spotify:album:0gPfgxBDkrtJgwIkziS8LI,,0.028,https://api.spotify.com/v1/audio-analysis/7pkWZL0kA26s754CwyK0SH,0.723,322897.0,0.541,7pkWZL0kA26s754CwyK0SH,0.00339,0.0,0.133,-14.021,1.0,0.0303,131.675,4.0,https://api.spotify.com/v1/tracks/7pkWZL0kA26s754CwyK0SH,audio_features,spotify:track:7pkWZL0kA26s754CwyK0SH,0.607,61
885,INXS,Devil Inside,greatest-billboards-top-songs-80s,spotify:track:6IDRBt6FFwNFCoXdPaQfK1,spotify:album:6KlKkW4iU4fbPCTuEdtQb8,,0.00136,https://api.spotify.com/v1/audio-analysis/6IDRBt6FFwNFCoXdPaQfK1,0.475,313560.0,0.758,6IDRBt6FFwNFCoXdPaQfK1,0.553,0.0,0.16,-5.872,1.0,0.0732,75.465,4.0,https://api.spotify.com/v1/tracks/6IDRBt6FFwNFCoXdPaQfK1,audio_features,spotify:track:6IDRBt6FFwNFCoXdPaQfK1,0.609,0
886,Jack Wagner,All I Need,greatest-billboards-top-songs-80s,spotify:track:7LLBFAlUOE6rUHDePQL57a,spotify:album:3qACv15ugrv27FTQMXwhha,,0.468,https://api.spotify.com/v1/audio-analysis/7LLBFAlUOE6rUHDePQL57a,0.475,209493.0,0.375,7LLBFAlUOE6rUHDePQL57a,0.0,9.0,0.162,-12.023,1.0,0.0282,140.277,4.0,https://api.spotify.com/v1/tracks/7LLBFAlUOE6rUHDePQL57a,audio_features,spotify:track:7LLBFAlUOE6rUHDePQL57a,0.166,43
887,Stevie Nicks,Leather And Lace,greatest-billboards-top-songs-80s,spotify:track:2npStoMbQxG1LcIeF4PZrj,spotify:album:2zLZzOfiwQ4hnPCu2gVtKB,,0.664,https://api.spotify.com/v1/audio-analysis/2npStoMbQxG1LcIeF4PZrj,0.553,229227.0,0.398,2npStoMbQxG1LcIeF4PZrj,0.0,3.0,0.114,-11.67,1.0,0.0303,76.074,4.0,https://api.spotify.com/v1/tracks/2npStoMbQxG1LcIeF4PZrj,audio_features,spotify:track:2npStoMbQxG1LcIeF4PZrj,0.392,61
888,Robert Palmer,I Didn't Mean To Turn You On,greatest-billboards-top-songs-80s,spotify:track:4JF9MKFo5i85o5ap1JHKYE,spotify:album:73bPiJRwVPkE8dpyCikfFd,,0.0937,https://api.spotify.com/v1/audio-analysis/4JF9MKFo5i85o5ap1JHKYE,0.68,224800.0,0.485,4JF9MKFo5i85o5ap1JHKYE,0.696,5.0,0.255,-15.589,0.0,0.053,120.657,4.0,https://api.spotify.com/v1/tracks/4JF9MKFo5i85o5ap1JHKYE,audio_features,spotify:track:4JF9MKFo5i85o5ap1JHKYE,0.967,45
889,Air Supply,Lost In Love,greatest-billboards-top-songs-80s,spotify:track:6MfVSA5iKBPHzo6RGARjL0,spotify:album:3fB2z5YtmKvSCu77Z3nTnW,,0.425,https://api.spotify.com/v1/audio-analysis/6MfVSA5iKBPHzo6RGARjL0,0.583,233867.0,0.316,6MfVSA5iKBPHzo6RGARjL0,5.67e-05,7.0,0.11,-19.292,1.0,0.0315,114.36,4.0,https://api.spotify.com/v1/tracks/6MfVSA5iKBPHzo6RGARjL0,audio_features,spotify:track:6MfVSA5iKBPHzo6RGARjL0,0.436,60
890,Pat Benatar,We Belong,greatest-billboards-top-songs-80s,spotify:track:665Jxlgi1HamPKbW1vwzx4,spotify:album:5qxb9JwzVz5EqegShruoM8,,0.528,https://api.spotify.com/v1/audio-analysis/665Jxlgi1HamPKbW1vwzx4,0.706,221133.0,0.322,665Jxlgi1HamPKbW1vwzx4,2.37e-06,5.0,0.576,-14.108,1.0,0.0467,135.154,4.0,https://api.spotify.com/v1/tracks/665Jxlgi1HamPKbW1vwzx4,audio_features,spotify:track:665Jxlgi1HamPKbW1vwzx4,0.305,67
891,Pet Shop Boys ,What Have I Done To Deserve This?,greatest-billboards-top-songs-80s,spotify:track:6SoXgLYqIDiR7Q4Npijwnp,spotify:album:7hkIf8sKiJKRjADB2xan74,,0.152,https://api.spotify.com/v1/audio-analysis/6SoXgLYqIDiR7Q4Npijwnp,0.712,263360.0,0.875,6SoXgLYqIDiR7Q4Npijwnp,0.00201,5.0,0.114,-5.281,1.0,0.0336,118.026,4.0,https://api.spotify.com/v1/tracks/6SoXgLYqIDiR7Q4Npijwnp,audio_features,spotify:track:6SoXgLYqIDiR7Q4Npijwnp,0.915,55
892,Eddie Rabbitt,Step By Step,greatest-billboards-top-songs-80s,spotify:track:49HfSdzgsXmzbZPMZ560Xn,spotify:album:6NPl3jEs80qKHd4Y5yo83u,,0.174,https://api.spotify.com/v1/audio-analysis/49HfSdzgsXmzbZPMZ560Xn,0.63,220707.0,0.691,49HfSdzgsXmzbZPMZ560Xn,3.1e-06,7.0,0.0498,-7.563,1.0,0.0295,76.945,4.0,https://api.spotify.com/v1/tracks/49HfSdzgsXmzbZPMZ560Xn,audio_features,spotify:track:49HfSdzgsXmzbZPMZ560Xn,0.655,44
893,The Bangles,Manic Monday,greatest-billboards-top-songs-80s,spotify:track:7Di7t9yGoxdZRLAt5a4pi0,spotify:album:2ta5ItEJ00a6xgQ601xgSd,,0.335,https://api.spotify.com/v1/audio-analysis/7Di7t9yGoxdZRLAt5a4pi0,0.685,184173.0,0.571,7Di7t9yGoxdZRLAt5a4pi0,2.38e-06,2.0,0.214,-11.623,1.0,0.0299,121.737,4.0,https://api.spotify.com/v1/tracks/7Di7t9yGoxdZRLAt5a4pi0,audio_features,spotify:track:7Di7t9yGoxdZRLAt5a4pi0,0.869,61
894,Air Supply,Even The Nights Are Better,greatest-billboards-top-songs-80s,spotify:track:09bRmFRViBORKQ2miwp04P,spotify:album:0jWQH4FmSo5CUbRnMvvMoL,,0.565,https://api.spotify.com/v1/audio-analysis/09bRmFRViBORKQ2miwp04P,0.434,237107.0,0.507,09bRmFRViBORKQ2miwp04P,0.0,5.0,0.161,-10.422,1.0,0.0358,115.309,4.0,https://api.spotify.com/v1/tracks/09bRmFRViBORKQ2miwp04P,audio_features,spotify:track:09bRmFRViBORKQ2miwp04P,0.236,64
895,Lionel Richie,Stuck On You,greatest-billboards-top-songs-80s,spotify:track:6HPLeKiNm92RbykX2BDTUB,spotify:album:5U0NU0T1JKIJwgq2ZDWb2T,,0.621,https://api.spotify.com/v1/audio-analysis/6HPLeKiNm92RbykX2BDTUB,0.509,192067.0,0.317,6HPLeKiNm92RbykX2BDTUB,5.28e-05,5.0,0.0878,-16.063,1.0,0.0305,131.783,4.0,https://api.spotify.com/v1/tracks/6HPLeKiNm92RbykX2BDTUB,audio_features,spotify:track:6HPLeKiNm92RbykX2BDTUB,0.247,70
896,The Jets,Crush On You,greatest-billboards-top-songs-80s,spotify:track:3WFalDwGOHoCjSNc1dr7Hk,spotify:album:7iNVjh1HxUOPDlF6xzGlgV,,0.0314,https://api.spotify.com/v1/audio-analysis/3WFalDwGOHoCjSNc1dr7Hk,0.794,271549.0,0.935,3WFalDwGOHoCjSNc1dr7Hk,0.0388,1.0,0.0384,-5.981,1.0,0.0604,120.334,4.0,https://api.spotify.com/v1/tracks/3WFalDwGOHoCjSNc1dr7Hk,audio_features,spotify:track:3WFalDwGOHoCjSNc1dr7Hk,0.963,34
897,Harold Faltermeyer,Axel F,greatest-billboards-top-songs-80s,spotify:track:2kgqupahrJpYB4r1poTXEY,spotify:album:5PmMpqpQl9DyiddbZLnthc,,0.016,https://api.spotify.com/v1/audio-analysis/2kgqupahrJpYB4r1poTXEY,0.799,180867.0,0.491,2kgqupahrJpYB4r1poTXEY,0.843,1.0,0.094,-17.105,1.0,0.0891,117.285,4.0,https://api.spotify.com/v1/tracks/2kgqupahrJpYB4r1poTXEY,audio_features,spotify:track:2kgqupahrJpYB4r1poTXEY,0.57,56
898,Madonna,Causing A Commotion,greatest-billboards-top-songs-80s,spotify:track:3sX3c6QUPSAiKf77RZRf5B,spotify:album:21vHnROXDZY51gJxsjTLXZ,,0.216,https://api.spotify.com/v1/audio-analysis/3sX3c6QUPSAiKf77RZRf5B,0.771,261667.0,0.749,3sX3c6QUPSAiKf77RZRf5B,0.00184,5.0,0.135,-10.628,0.0,0.0401,119.875,4.0,https://api.spotify.com/v1/tracks/3sX3c6QUPSAiKf77RZRf5B,audio_features,spotify:track:3sX3c6QUPSAiKf77RZRf5B,0.854,44
899,John Mellencamp,R.O.C.K. In The U.S.A. (A Salute to 60's Rock),greatest-billboards-top-songs-80s,spotify:track:0lqfBvf1Gqmmt3l5Qeirlm,spotify:album:1BYEhfr8qQGNhbqPAbfnxk,,0.00943,https://api.spotify.com/v1/audio-analysis/0lqfBvf1Gqmmt3l5Qeirlm,0.433,174360.0,0.958,0lqfBvf1Gqmmt3l5Qeirlm,2.73e-06,9.0,0.227,-4.009,1.0,0.0818,164.009,4.0,https://api.spotify.com/v1/tracks/0lqfBvf1Gqmmt3l5Qeirlm,audio_features,spotify:track:0lqfBvf1Gqmmt3l5Qeirlm,0.874,61
900,Chicago,I Don't Wanna Live Without Your Love,greatest-billboards-top-songs-80s,spotify:track:7egxDkaA0A2vXaB6p7zJvo,spotify:album:6CttJqwyQqtUbElzGjNrHa,,0.177,https://api.spotify.com/v1/audio-analysis/7egxDkaA0A2vXaB6p7zJvo,0.425,235787.0,0.641,7egxDkaA0A2vXaB6p7zJvo,3.94e-05,0.0,0.065,-6.672,1.0,0.0384,145.745,4.0,https://api.spotify.com/v1/tracks/7egxDkaA0A2vXaB6p7zJvo,audio_features,spotify:track:7egxDkaA0A2vXaB6p7zJvo,0.189,43
901,Dan Fogelberg,Longer,greatest-billboards-top-songs-80s,spotify:track:56ilrbKJF2bph5W6eZaM5E,spotify:album:7GnMeBxDvE6wJ4Iu6Xdb2a,,0.865,https://api.spotify.com/v1/audio-analysis/56ilrbKJF2bph5W6eZaM5E,0.308,195067.0,0.0427,56ilrbKJF2bph5W6eZaM5E,0.0,7.0,0.179,-24.709,1.0,0.0336,158.399,4.0,https://api.spotify.com/v1/tracks/56ilrbKJF2bph5W6eZaM5E,audio_features,spotify:track:56ilrbKJF2bph5W6eZaM5E,0.383,61
902,Madonna,Express Yourself,greatest-billboards-top-songs-80s,spotify:track:6ioBgySxoeQKALvAeLEmId,spotify:album:43lok9zd7BW5CoYkXZs7S0,,0.0108,https://api.spotify.com/v1/audio-analysis/6ioBgySxoeQKALvAeLEmId,0.667,239093.0,0.93,6ioBgySxoeQKALvAeLEmId,0.0,7.0,0.176,-4.585,1.0,0.0608,115.57,4.0,https://api.spotify.com/v1/tracks/6ioBgySxoeQKALvAeLEmId,audio_features,spotify:track:6ioBgySxoeQKALvAeLEmId,0.893,56
903,Eddie Rabbitt,You And I,greatest-billboards-top-songs-80s,spotify:track:7sWlOFUnQShNdxgk1B0TuW,spotify:album:532JCZV9eoJkF8fgOtwYkE,,0.249,https://api.spotify.com/v1/audio-analysis/7sWlOFUnQShNdxgk1B0TuW,0.377,241040.0,0.326,7sWlOFUnQShNdxgk1B0TuW,0.000686,5.0,0.111,-12.515,1.0,0.0292,163.741,4.0,https://api.spotify.com/v1/tracks/7sWlOFUnQShNdxgk1B0TuW,audio_features,spotify:track:7sWlOFUnQShNdxgk1B0TuW,0.222,52
904,New Edition,Cool It Now,greatest-billboards-top-songs-80s,spotify:track:5TrBpI6fSSMKKT3D5eOdkd,spotify:album:433ThPIQOF0seazMK6NNk9,,0.0484,https://api.spotify.com/v1/audio-analysis/5TrBpI6fSSMKKT3D5eOdkd,0.867,347109.0,0.611,5TrBpI6fSSMKKT3D5eOdkd,0.0114,1.0,0.258,-9.22,1.0,0.0613,116.401,4.0,https://api.spotify.com/v1/tracks/5TrBpI6fSSMKKT3D5eOdkd,audio_features,spotify:track:5TrBpI6fSSMKKT3D5eOdkd,0.652,40
905,Matthew Wilder,Break My Stride,greatest-billboards-top-songs-80s,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,spotify:album:2coqGqbnSCAy740mClWesA,,0.195,https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT,0.917,184480.0,0.588,1mCsF9Tw4AkIZOjvZbZZdT,0.0,10.0,0.0914,-11.047,1.0,0.0607,110.077,4.0,https://api.spotify.com/v1/tracks/1mCsF9Tw4AkIZOjvZbZZdT,audio_features,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,0.828,79
906,Rod Stewart,My Heart Can't Tell You No,greatest-billboards-top-songs-80s,spotify:track:1Xxtmn2DBDaCQr8WDiLZDp,spotify:album:6GpiCIZlyFAZ8ptD9lXQMF,,0.447,https://api.spotify.com/v1/audio-analysis/1Xxtmn2DBDaCQr8WDiLZDp,0.612,352227.0,0.485,1Xxtmn2DBDaCQr8WDiLZDp,2.26e-06,7.0,0.0796,-10.548,1.0,0.0241,91.385,4.0,https://api.spotify.com/v1/tracks/1Xxtmn2DBDaCQr8WDiLZDp,audio_features,spotify:track:1Xxtmn2DBDaCQr8WDiLZDp,0.534,18
907,Chicago,Hard Habit To Break,greatest-billboards-top-songs-80s,spotify:track:3Tows9RnoAq9CmMJaII2cO,spotify:album:1ICKrl6sDjJD1YdR9VDfPR,,0.448,https://api.spotify.com/v1/audio-analysis/3Tows9RnoAq9CmMJaII2cO,0.584,283733.0,0.612,3Tows9RnoAq9CmMJaII2cO,0.0,2.0,0.171,-5.833,1.0,0.0283,81.182,4.0,https://api.spotify.com/v1/tracks/3Tows9RnoAq9CmMJaII2cO,audio_features,spotify:track:3Tows9RnoAq9CmMJaII2cO,0.402,60
908,Pat Benatar,Love Is A Battlefield,greatest-billboards-top-songs-80s,spotify:track:0viZ7D81W8pD65TkzaFkXT,spotify:album:61iFpQNq3gxt6mVQAUOK9F,,0.0153,https://api.spotify.com/v1/audio-analysis/0viZ7D81W8pD65TkzaFkXT,0.683,247027.0,0.637,0viZ7D81W8pD65TkzaFkXT,0.0275,7.0,0.0945,-11.906,1.0,0.049,90.637,4.0,https://api.spotify.com/v1/tracks/0viZ7D81W8pD65TkzaFkXT,audio_features,spotify:track:0viZ7D81W8pD65TkzaFkXT,0.884,59
909,Janet Jackson,Let's Wait Awhile,greatest-billboards-top-songs-80s,spotify:track:1TSToAkH7rfXgaqlaFr5S9,spotify:album:5rgQevCH5hYBGnNkWQwjsI,,0.82,https://api.spotify.com/v1/audio-analysis/1TSToAkH7rfXgaqlaFr5S9,0.591,279093.0,0.188,1TSToAkH7rfXgaqlaFr5S9,0.0,1.0,0.127,-17.256,1.0,0.0377,172.681,4.0,https://api.spotify.com/v1/tracks/1TSToAkH7rfXgaqlaFr5S9,audio_features,spotify:track:1TSToAkH7rfXgaqlaFr5S9,0.378,47
