,artist,track,chart,tracks_uri,albums_uris
3003,Grupo Firme,El Amor No Fue Pa Mi (En Vivo),mexico-popular,spotify:track:3dkEwOKhFselY2m22Nj2vi,spotify:album:2GmxvaOlvl9OSOW3FnVcbX
3004,Alfredo Olivas,El Sillon,mexico-popular,spotify:track:4SHTLje9c6RLnx6kOPt9L6,spotify:album:7pxn1oyPyy1nOFQQhoHJKX
3005,La Arrolladora Banda el Limon de Rene Camacho,Cedi,mexico-popular,spotify:track:0C5u9cvJGDP4YpIbUyzJW4,spotify:album:6Tez8YETehXZ8GS6Q9yh4j
3006,Luis Coronel,Una Historia Mas,mexico-popular,spotify:track:5a9I7rgHQThppaKfo6FGQu,spotify:album:6FS2MIPzR4fjvaEzdSZP5v
3007,Morenito de Fuego ,Amigos Con Derecho,mexico-popular,spotify:track:4quYfLxORrGsh15jyoPsv3,spotify:album:53NYqv4bSprXL6kigpmbqf
3008,Ximena Sarinana,Una Vez Mas,mexico-espanol,spotify:track:2chfSxiJbU8B8jpEHyuNm2,spotify:album:1mri8yUsQmnnkyKDAYA9pC
3009,Giulia Be,Chiquita Suelta,mexico-espanol,spotify:track:2tu1kkUvtloityaRwbSNZQ,spotify:album:5Hc9NaLoW5cXLRwxqxgxxL
3010,ROSALIA,Dolerme,mexico-espanol,spotify:track:2reL9PAUza4PUtbjqW1fRf,spotify:album:1sETl1onOh3oZIAMn9Kfyo
3011,Mijares,Cuando El Corazon No Perdona,mexico-espanol,spotify:track:2QkwGZMXyCX84CcoHf5LoB,spotify:album:4ltWVVhdPfbvDPpoOmsN0e
3012,Manuel Turizo,Quiereme Mientras Se Pueda,mexico-espanol,spotify:track:34LI7rwi9H8w2S5KTHnv1M,spotify:album:7cd7ofPesyBoPDb2dtUbj5
3013,Nicole Gatti,"Bla, Bla, Bla",mexico-espanol,spotify:track:5PumxyOcCU7vI3mseSg9fe,spotify:album:4Af6gTIXQsJBx6cvZuVcbX
3014,Sofia Reyes,IDIOTA,mexico-espanol,spotify:track:0Wk3MRrKRn6EPG7B83nKSJ,spotify:album:5HLaq4AONQkCMvFVHswg85
3015,Official Hige Dandism,I LOVE…,japan-hot-100,spotify:track:5QAFzRLb7T4MFeOJWOQPUg,spotify:album:6vkXDE6hwAjV7Q4UhT50Yo
3016,LiSA,Gurenge,japan-hot-100,spotify:track:23DbzwNJSLo7nkSWjODMvY,spotify:album:7usQiUfbKEGY1rJ8h4RMM8
3017,Eito,Kousui,japan-hot-100,spotify:track:399v68vGWKfyxRSTprLDpt,spotify:album:7piTxpAke0UCts3dtTr1zs
3018,Official Hige Dandism,Pretender,japan-hot-100,spotify:track:49h5Aav6yn1o1ACGyovDdZ,spotify:album:27xCJZ11HdYHgwqTo8ldWE
3019,King Gnu,Hakujitsu,japan-hot-100,spotify:track:4wel6DQu0dMVBRVn2ZTPoy,spotify:album:68tQVyw4TQvodYX9HFF1Wu
3020,Hikaru Utada,Time,japan-hot-100,spotify:track:1M1jLhhnhXRoM4yHd4vAuW,spotify:album:115UBVYcwLIzy7SmiP7FRT
3021,Official Hige Dandism,Shukumei,japan-hot-100,spotify:track:2K74OeuU2y0RN746g9EizC,spotify:album:27xCJZ11HdYHgwqTo8ldWE
3022,Aimyon,Marigold,japan-hot-100,spotify:track:5NqGfELjcdvRIUuhgZJ34W,spotify:album:2JzVi6d4gLdVFemJKJSPJf
3023,Official Hige Dandism,Yesterday,japan-hot-100,spotify:track:43MGiVpukiSOnm7RdltAtZ,spotify:album:27xCJZ11HdYHgwqTo8ldWE
3024,Official Hige Dandism,Parabola,japan-hot-100,spotify:track:2Hf4Sanxd3qxDYZJXIeygh,spotify:album:0XpbPRSWnCVfwChwgNNdsS
3025,Official Hige Dandism,No Doubt,japan-hot-100,spotify:track:6MbYvQMHFhsN2CFJm8HJJC,spotify:album:5NnB8nY6L1TWzMEZ2p1Ysb
3026,Fitz,HandClap,japan-hot-100,spotify:track:7j56HrjR9cGzvekvZY3Faz,spotify:album:7HBKKw5pJLNj6mdRLb1KG3
3027,Kenshi Yonezu,Uma To Shika,japan-hot-100,spotify:track:3Q2xDJ1co8t2UqFw9Rm1Yk,spotify:album:5EqCaZ6lsPx7wTqO6WWAUB
3028,Kenshi Yonezu,Lemon,japan-hot-100,spotify:track:35KlorpQ6LQVVslvlcu1gN,spotify:album:2W4GAjk0R43JbOTUJCQPCy
3029,RADWIMPS,Shinsekai,japan-hot-100,spotify:track:6pnMuubrDJH3g8rKPwHVnn,spotify:album:2etv7HmuhbjI55EBQhrEyN
3030,King Gnu,Hikoutei,japan-hot-100,spotify:track:6Ea33AvEANARkK2QduzhRm,spotify:album:68tQVyw4TQvodYX9HFF1Wu
3031,King Gnu,Teenager Forever,japan-hot-100,spotify:track:1jtBcfrVYDtykjyM66hroR,spotify:album:68tQVyw4TQvodYX9HFF1Wu
3032,[Alexandros],Wataridori,japan-hot-100,spotify:track:0BWG2hSDNFVvHVjhTjvFyG,spotify:album:3gcEZ6NNUKNBpT5oGygGtX
3033,Official Hige Dandism,Stand By You,japan-hot-100,spotify:track:6SzML1m0wK3edW6RbH3oxT,spotify:album:27xCJZ11HdYHgwqTo8ldWE
3034,King Gnu,Doron,japan-hot-100,spotify:track:2JY4tbfUERXveQxv6wTFFv,spotify:album:68tQVyw4TQvodYX9HFF1Wu
3035,BTS,ON,japan-hot-100,spotify:track:2QyuXBcV1LJ2rq01KhreMF,spotify:album:6mJZTV8lCqnwftYZa94bXS
3036,Masayuki Suzuki ,Daddy! Daddy! Do!,japan-hot-100,spotify:track:7tdBXBfqfXSWpMaMA8QaES,spotify:album:7gqVVKMpVPIBLopmZ6kKwQ
3037,Mrs. GREEN APPLE,Present,japan-hot-100,spotify:track:70qAmEfbv849ZxktSJCqvY,spotify:album:6f5vUf14pStGdvH3pzYpfn
3038,Foorin,Paprika,japan-hot-100,spotify:track:0bdYJCO9clK9ew61Z7GqMf,spotify:album:1UJss5wLdjCTQ7tTWGoDCv
3039,Wiz Khalifa,See You Again,japan-hot-100,spotify:track:2JzZzZUQj3Qff7wapcbKjc,spotify:album:5FXIqS1XqbpfOKNoi5VUwS
3040,ASTRO,Knock,japan-hot-100,spotify:track:1vfk4cnwq5IuGtkd4weoah,spotify:album:5mSkyxRRofx2WkVaij09sW
3041,Novelbright,Walking with you,japan-hot-100,spotify:track:7tGDXCPLpAScEwmqab9YZd,spotify:album:34T4K8s8PzTNOZ1vuBILYr
3042,Uru,Prologue,japan-hot-100,spotify:track:3LhiOBfTSTjfpwdElYyE8k,spotify:album:18fDDV05JDXFmNSACmKj7r
3043,Chanmina,Never Grow Up,japan-hot-100,spotify:track:5aDgM8rYPT15CqjkN1EIKq,spotify:album:5b4nK135Z5T9Z62k7804LH
3044,Official Hige Dandism,Vintage,japan-hot-100,spotify:track:0VJjfALZ6SuIQumrTgF3tJ,spotify:album:27xCJZ11HdYHgwqTo8ldWE
3045,MAMAMOO,Hip,japan-hot-100,spotify:track:24nK8tW7Pt3Inh2utttuoG,spotify:album:7CucpzwxAZ6kHmctI9eo4X
3046,Masaki Suda,Sayonara Elegy,japan-hot-100,spotify:track:0QKmcZNAST4GytJYmkN05D,spotify:album:5jWAXgJAdgOfH1HwAO70FA
3047,SEVENTEEN,Fallin' Flower,japan-hot-100,spotify:track:6MC0anRfGPzSWrvybgsY7O,spotify:album:3LhruYOSl2NPClKMGRpA2W
3048,JO1,Infinity,japan-hot-100,spotify:track:3mJokhRGLnp4KThkojsBzt,spotify:album:4fBQPehiwjdR8mi6Qxy560
3049,The Snowman,Snow World,japan-hot-100,spotify:track:557ZIgC2VOSPpaib5HcVMc,spotify:album:1TcrZrIunef0N0ONtAUU9r
3050,TWICE,Feel Special,japan-hot-100,spotify:track:2HtcPHFdo7eu4Ilbvb0BVI,spotify:album:5MmndGNrJgTLd5W7HNmVST
3051,BTS,Boy With Luv,japan-hot-100,spotify:track:5KawlOMHjWeUjQtnuRs22c,spotify:album:1AvXa8xFEXtR3hb4bgihIK
3052,TWICE,Fancy,japan-hot-100,spotify:track:0W5hTAWn8Tq0Qfhg1XP3YW,spotify:album:2qoWlACJtoG0L5owi7Tj0I
3053,ONE OK ROCK,Wherever You Are,japan-hot-100,spotify:track:0YAMQSmHk6BSUGTYpaoqTJ,spotify:album:4OKBuE9F8MTCV7nnsBRcsK
3054,ONE OK ROCK,Wasted Nights,japan-hot-100,spotify:track:39LyUQIy7idLxPdsjyZsxe,spotify:album:1obI3635eoYwWYhGs2vEeP
3055,Gen Hoshino,Koi,japan-hot-100,spotify:track:4nmjL1mUKOAfAbo9QG9tSE,spotify:album:7oFLY1YL5bBI32UHsmQO6q
3056,ARASHI,Turning Up,japan-hot-100,spotify:track:4zdQmfTLWgGd5mAX4MUIaX,spotify:album:7gjEsXMd3aQgwWCqDjvNsB
3057,J-JUN,Brava!! Brava!! Brava!!,japan-hot-100,spotify:track:3bRGFvlqUGwDilqI3pgMnR,spotify:album:5GT6hCulNf4J5qSGyZ1QV9
3058,BLACKPINK,Kill This Love,japan-hot-100,spotify:track:18PergoIrGmRyeYxnaXJN2,spotify:album:7viSsSKXrDa95CtUcuc1Iv
3059,HKT48,3-2,japan-hot-100,spotify:track:4pYqygRHAC35hBkZ12kdTQ,spotify:album:0yxA6Ulk6SA33WNnQ8cIzP
3060,Cho Jung Seok,Aloha,k-pop-hot-100,spotify:track:6TitBrzYhD1mTxqXADFo7v,spotify:album:0xXh2BdSfwmNk3JjwuuaqG
3061,Apink,Dumhdurum,k-pop-hot-100,spotify:track:55kuHkT2CWhWKF6CoRDnJq,spotify:album:49NKBZDb92AQlMFypkZRTF
3062,Gaho,Start,k-pop-hot-100,spotify:track:3e4tHEcyzEtngkCw8ZBSMS,spotify:album:2PsmLUt0LAcT2c9xzDmxI0
3063,Jang Beom June,Your Shampoo Scent In The Flowers,k-pop-hot-100,spotify:track:2woXriAP3J52r5KlutnKzr,spotify:album:54fwdeqyCaK4rIViQD8XXh
3064,M.C. The Max,Bloom,k-pop-hot-100,spotify:track:3bCDoZgeNf9s6Zmf9iz51h,spotify:album:2tb2AzY9uac3ND3Wf8RQPL
3065,Joy,Introduce Me A Good Person,k-pop-hot-100,spotify:track:2CHk9VD0glOknemRMFEQfH,spotify:album:1PHttHhnBSqPClsqZrPp8z
3066,ZICO,Any Song,k-pop-hot-100,spotify:track:1iIhGHzzrzqQfuNkFI2qAn,spotify:album:7LYZM7I172wUjIKjCnxuAQ
3067,CHANGMO,Meteor,k-pop-hot-100,spotify:track:06eq0M1eZRcIIRfx6d00nu,spotify:album:3eX0C672y1Y2HQTotIGU8V
3068,IU,Blueming,k-pop-hot-100,spotify:track:4Dr2hJ3EnVh2Aaot6fRwDO,spotify:album:2xEH7SRzJq7LgA0fCtTlxH
3069,Kim Feel,"Someday, The Boy",k-pop-hot-100,spotify:track:1N0vwih6TUIb9kYtynvlRc,spotify:album:7jMfA0dYFKHcqGNtgi8WCJ
3070,(G,Oh My God,k-pop-hot-100,spotify:track:2DmRXiyn03tOqKgEJXlaiJ,spotify:album:57sl8AvqVqm4Fadre0z8FQ
3071,Red Velvet,Psycho,k-pop-hot-100,spotify:track:3CYH422oy1cZNoo0GTG1TK,spotify:album:3rVtm00UfbuzWOewdm4iYM
3072,IU,Give You My Heart,k-pop-hot-100,spotify:track:6dGsBRuavumBs5BghcXF3D,spotify:album:29KU88wZtAigritdYGvgPk
3073,IZ*ONE,Fiesta,k-pop-hot-100,spotify:track:71vPAjlG1x606483GTJNhY,spotify:album:4yAAAWwN4WaxefmncjDsMw
3074,Noel,Late Night,k-pop-hot-100,spotify:track:3QRUPaizh0X42xNQMr8aPg,spotify:album:4LGqCVppg8PsAPqfVjDPsx
3075,AKMU,"How Can I Love The Heartbreak, You're The One I Love",k-pop-hot-100,spotify:track:4FObSSNE4O4dgzD4iHFprW,spotify:album:4IS7nV8027qHDzziNjqMpS
3076,Urban Zakapa,Beautiful My Love,k-pop-hot-100,spotify:track:6lAFMbiZ00wBYwvDGA5PmB,spotify:album:4f415rW7jQPbi5a2tPo4pA
3077,Paul Kim,"Every Day, Every Moment",k-pop-hot-100,spotify:track:3Ml2s37uS9jqRM2R3bfDiB,spotify:album:1UVybcE4gGXIlRjkMPM17U
3078,Jin Minho,Half,k-pop-hot-100,spotify:track:2dYy6s3WvuFFXTrkSmBaAQ,spotify:album:3eHZdjYwXbs37Irw06FG3v
3079,Paul Kim,But I'll Miss You,k-pop-hot-100,spotify:track:7AyxUdou9NrGU64bTc9dsT,spotify:album:25eO6EK4Lt8NLyzStPpcQN
3080,IU,Love Poem,k-pop-hot-100,spotify:track:4B6cJ34Mkfiu4Xo8t8QU7F,spotify:album:5JadtZ710Yj8RSLNbSvDqo
3081,Maktub,To You My Light,k-pop-hot-100,spotify:track:5kPpA4aMFeAQnahSnTIOi4,spotify:album:1pqAIHe422sy6zGwJhvcqO
3082,OVAN,I Need You,k-pop-hot-100,spotify:track:2dp0SokB0wxNlLcR0J547q,spotify:album:7mK5XiyP5mVI5LExHJTJ9E
3083,KYUHYUN,Confession Is Not Flashy,k-pop-hot-100,spotify:track:0q58M70BS6kq2q82rpwxcz,spotify:album:0Z2dJ96Dei0wMA7Lz2dpgQ
3084,WINNER,Hold,k-pop-hot-100,spotify:track:2XD5I0ZeUVwM4LFSEKmKst,spotify:album:6rh15TQEKLTUVGzjeSHWbB
3085,Kwon Jin Ah,Lonely Night,k-pop-hot-100,spotify:track:35q0DyRH5bIXDoFGWJBjmC,spotify:album:6KH2bpNterP9Xfe65uDdLT
3086,BTS,Black Swan,k-pop-hot-100,spotify:track:24NuEDgyRIljwSyY0lsr7b,spotify:album:4RR8ROIGix5CbCGlXHA53I
3087,Paul Kim,So Long,k-pop-hot-100,spotify:track:6e2q1I8aq1bhNlructWgta,spotify:album:0expW9B2Jr4l2qhK1BhfG5
3088,BTS,00:00 (Zero O'Clock),k-pop-hot-100,spotify:track:4AlihYDqxXshKhvh5tnMfP,spotify:album:6mJZTV8lCqnwftYZa94bXS
3089,BTS,Friends,k-pop-hot-100,spotify:track:7w05lsU2VLSeiT8Nukrv5M,spotify:album:6mJZTV8lCqnwftYZa94bXS
3090,Pengsoo,This is Pengsoo,k-pop-hot-100,spotify:track:3al49T4uo0nQjJRmGF5sY0,spotify:album:0M305Jc4Vc4SvyN6zEfAYQ
3091,HYNN,The Lonely Bloom Stands Alone,k-pop-hot-100,spotify:track:6ylw0U4J3RFj0NoVCMZj93,spotify:album:0r2zfboB7deSVphi3HGk8Z
3092,Yerin Baek,Square (2017),k-pop-hot-100,spotify:track:0WZhf0isd4av5qlFfKknC3,spotify:album:4wQwYHzJSgqbqU7YWioU1A
3093,WINNER,Remember,k-pop-hot-100,spotify:track:40ZLOoPhvn8HkMBBJRP1kq,spotify:album:5VnB3wqkqy6bcf9eKGTFOo
3094,Yerin Baek,Here I Am Again,k-pop-hot-100,spotify:track:5CDq3Ekm0E0c23S0mbEELV,spotify:album:476k6ufG2tovEGKDHolLSB
3095,BTS,Filter,k-pop-hot-100,spotify:track:0ono6UCNVZ1XqOm6j78Blu,spotify:album:6mJZTV8lCqnwftYZa94bXS
3096,April,Lalalilala,k-pop-hot-100,spotify:track:5zMSAi7u8ltE97q4jZ1jqW,spotify:album:1WUBGDsypBmRLKR0mmTDIO
3097,Me After You,Me After You,k-pop-hot-100,spotify:track:1wlwypOuLPz087A4fulyn9,spotify:album:6kTIdOmlTbxh7vzNwb4n0L
3098,SUHO,Let's Love,k-pop-hot-100,spotify:track:0wk4GYAryLcXEMvfhzU1bv,spotify:album:0f4L2zNLtQtFk08M1YGoE1
3099,TAEYEON,Four Seasons,k-pop-hot-100,spotify:track:4ytyLpIwUXbdFsNOvgNnmP,spotify:album:3ublKZHu1qjU9ujf9A4zhH
3100,BTS,My Time,k-pop-hot-100,spotify:track:4vTgx6h4seHvkuFh84JXYP,spotify:album:6mJZTV8lCqnwftYZa94bXS
3101,Jang Beom June,Karaoke,k-pop-hot-100,spotify:track:0afoCntatBcJGjz525RxBT,spotify:album:6sQXDlp5kXH6DKJuMYTqFc
3102,BTS,We Are Bulletproof : The Eternal,k-pop-hot-100,spotify:track:44WLOqH7QayQOQdeUHeKUK,spotify:album:6mJZTV8lCqnwftYZa94bXS
3103,BTS,Inner Child,k-pop-hot-100,spotify:track:4BKOjYosPhw334moS3wlbO,spotify:album:6mJZTV8lCqnwftYZa94bXS
3104,JANNABI,For Lovers Who Hesitate,k-pop-hot-100,spotify:track:5BqwC9kOBbqYkzdOKeXFFk,spotify:album:28GiIRNu9nEugqnUci3aIC
3105,Monday Kiz,My Love Has Faded Away,k-pop-hot-100,spotify:track:1K7POuN7vtBx5MCAi2W6DJ,spotify:album:69dtdfRPdV7cV3taX0horB
3106,Solar,Spit It Out,k-pop-hot-100,spotify:track:5F6RrFgt1yvRhNCdAEumM6,spotify:album:1pLSlOXtHKPoSoB6ovnIAK
3107,GOT7,Not By The Moon,k-pop-hot-100,spotify:track:1pmfd0ohjfh1qXPWvjaC1o,spotify:album:5lX6uJNNwzEZU7TF1RyAdT
3108,IU,Through The Night,k-pop-hot-100,spotify:track:3P3UA61WRQqwCXaoFOTENd,spotify:album:5V8n6fqyAPxvFTibPhQVcp
3109,BTS,Louder Than Bombs,k-pop-hot-100,spotify:track:3op7HNwLli54MBjFGzIlZO,spotify:album:6mJZTV8lCqnwftYZa94bXS
3110,Jeon Sang Keun,I Still Love You A Lot,k-pop-hot-100,spotify:track:3cZvGx80KaW9PrJ0OBez7o,spotify:album:1vfkbNsnBmRRjI4q4dMAgR
3111,SUHO,For You Now,k-pop-hot-100,spotify:track:1NDpztr7wYJKDX0LSKnyzV,spotify:album:0f4L2zNLtQtFk08M1YGoE1
3112,Han Dong Geun,Usual,k-pop-hot-100,spotify:track:31Bhh1Fz8v2GcUqCKuScmx,spotify:album:50FPqJpKMajWOfMPnfomHS
3113,SUHO,Made In You,k-pop-hot-100,spotify:track:30NvzcboJe3GQRIDkJM0k3,spotify:album:0f4L2zNLtQtFk08M1YGoE1
3114,Davichi,Dear.,k-pop-hot-100,spotify:track:5Hwo3p2oT7RaHXlY0Ks1ZV,spotify:album:6k8MPTcvl25jtS2GKu6GpA
3115,BTS,Interlude : Shadow,k-pop-hot-100,spotify:track:2Nib4r0saYQf2pUV4RFDhl,spotify:album:6mJZTV8lCqnwftYZa94bXS
3116,BTS,Outro : Ego,k-pop-hot-100,spotify:track:3r9FFjLrAIQjoR8pSHVPC9,spotify:album:6mJZTV8lCqnwftYZa94bXS
3117,BTS,UGH!,k-pop-hot-100,spotify:track:1aKuG1GG76xPLUkjBbQo3W,spotify:album:6mJZTV8lCqnwftYZa94bXS
3118,SUHO,O2,k-pop-hot-100,spotify:track:3gE6fZuOsBCOoIWONBtd2T,spotify:album:0f4L2zNLtQtFk08M1YGoE1
3119,SUHO,Self-Portrait,k-pop-hot-100,spotify:track:5RLYcoMDw5y0ULlCUvMzsQ,spotify:album:0f4L2zNLtQtFk08M1YGoE1
3120,HYNN,When I Tell You Goodbye,k-pop-hot-100,spotify:track:73zUXssnT7JWY9dUA2uKiz,spotify:album:41n8vk0f6cMDIyqZrfJY21
3121,ZICO,Refresh,k-pop-hot-100,spotify:track:2puaMDKcQsJELzXol71uKF,spotify:album:09recFFwFAnEhEegfd1DAA
3122,Davichi,Unspoken Words,k-pop-hot-100,spotify:track:68c6CsVeRlBrs259ZEBHpu,spotify:album:3eumG2AjVcUQIFybduar01
3123,J Rabbit,You Always,k-pop-hot-100,spotify:track:2ZqLcfuxqNJ6ZwNl2uEOG8,spotify:album:2VDAQF526QoEcxwEzOYxMu
3124,Paul Kim,HERO,k-pop-hot-100,spotify:track:4b105jlTCUgwGVgqkQJ7u2,spotify:album:25eO6EK4Lt8NLyzStPpcQN
3125,SUHO,Starry Night,k-pop-hot-100,spotify:track:4vSQmGcgOhsoK5lqmNOEz2,spotify:album:0f4L2zNLtQtFk08M1YGoE1
3126,Paul Kim,Overload,k-pop-hot-100,spotify:track:0rPhR76YdgtqcAG5dwKaIx,spotify:album:25eO6EK4Lt8NLyzStPpcQN
3127,Paul Kim,The Reason for My Spring,k-pop-hot-100,spotify:track:3ERVOpLjav7jCJCUn1vNE2,spotify:album:25eO6EK4Lt8NLyzStPpcQN
3128,Jay Park,All The Way Up (K),k-pop-hot-100,spotify:track:6lp2MvqEBSdL3L84GAvl4o,spotify:album:6qJ6mDO8ZgAlmYrdYmfPtj
3129,Kwon Jin Ah,Something's Wrong,k-pop-hot-100,spotify:track:3ctGT9T08w6VnpND1zhPTW,spotify:album:5TbAZIZKLCNNM0F7rXWqb1
3130,IU,Above The Time,k-pop-hot-100,spotify:track:2qKZnheMe0HhqYC1XJcdaA,spotify:album:2xEH7SRzJq7LgA0fCtTlxH
3131,NCT 127,Kick It,k-pop-hot-100,spotify:track:1ayaOin9hxCtyhg4UsBTpg,spotify:album:5YOvg682zFOleCiSndLnZr
3132,Huh Gak,Farewell In Tears,k-pop-hot-100,spotify:track:28ctCyUPyDomk7LLwN4aY8,spotify:album:4Oi5IpgCPeyMdyuXAIssyJ
3133,10cm,Phonecert,k-pop-hot-100,spotify:track:4X3OlLezpBmskDaqlpINQ8,spotify:album:1ErAMHlBp9mXqjgHUEOG3N
3134,(G,Lion,k-pop-hot-100,spotify:track:4TArUx34wOehwpnbXlKBQY,spotify:album:1x2QsojG3m0e0jkLzP1rGr
3135,Leellamarz,Ambition,k-pop-hot-100,spotify:track:3qi1P4mwPX80yCVIASaeBX,spotify:album:1y3CvA80QqwUspLxsKMBCb
3136,iTZY,Icy,k-pop-hot-100,spotify:track:7zFBtYAVURF3bUVqEQ6UUu,spotify:album:2y2Nuvvw5xNDYOunTSsgf1
3137,Daddy Yankee,Que Tire Pa Lante,billboard-argentina-hot-100,spotify:track:30h4LGApa8JUBCmtPBdn9y,spotify:album:3tJ24iT3mDyyswd6afgruz
3138,Rauw Alejandro,Tattoo,billboard-argentina-hot-100,spotify:track:7na7Bk98usp84FaOJFPv3d,spotify:album:2YRwWCfsk2Uf9ycGS7FRMV
3139,Feid ,Porfa,billboard-argentina-hot-100,spotify:track:1ZdSsmA66uHZzgpZ0PN8h5,spotify:album:4eqjvoupyTnCfzdGEMXFpq
3140,Rauw Alejandro,Elegi,billboard-argentina-hot-100,spotify:track:50ZC4PM7hywH27RcCfViau,spotify:album:3j6ouZdjTVyddYH2XkMjYb
3141,Dalex ,Bellaquita,billboard-argentina-hot-100,spotify:track:1Xnn1TPyr5h0hpRAT4B4EA,spotify:album:5dXeJdc2hib8JB3Vqon2zB
3142,Beele,Loco,billboard-argentina-hot-100,spotify:track:2J9B63FawlTaPdg4eH5X03,spotify:album:1uFr2PCsnDVZ71AiJnZYrb
3143,Ovy On The Drums,Ya No Me Llames,billboard-argentina-hot-100,spotify:track:75mVUHbkXidxhYAiUpxDHi,spotify:album:0WopxBdg0sehHG1JaxQSTZ
3144,Mau,Recuerdo,billboard-argentina-hot-100,spotify:track:4lkKpbvSCZe2ndXWAYM2bf,spotify:album:5ANpuo2p2dKXOMArSGBf1Q
3145,Lunay,Soltera,billboard-argentina-hot-100,spotify:track:1c0hsvHLELX6y8qymnpLKL,spotify:album:2m9Vuc9Q19qhSm6RQmBgsR
3146,Agapornis ,Flasheaste Amor,billboard-argentina-hot-100,spotify:track:2ACgvo2Kx4LgWqQ2amvM5C,spotify:album:34AlPTtBDL5H8B1Dl2DgoO
3147,Camilo ,Tutu,billboard-argentina-hot-100,spotify:track:1nocRtwyNPVtGcIJqfgdzZ,spotify:album:6xu5asYeoMIT5Sa5b1P13q
3148,Myke Towers,Diosa,billboard-argentina-hot-100,spotify:track:3JHpk0DOTOzyh0777JFAky,spotify:album:3dM5WCvdXdNqLE14d16GmJ
3149,Dalex,Hola,billboard-argentina-hot-100,spotify:track:5stPVcRqb4qixbafP9e8lt,spotify:album:65Pp2tO1Ul66KcCmmkRGWZ
3150,ROSALIA,Con Altura,billboard-argentina-hot-100,spotify:track:2qG5sZ7Si6sdK74qLxedYM,spotify:album:4bxHLppgdmaYJk0yfdcP0l
3151,Maluma,11 PM,billboard-argentina-hot-100,spotify:track:7KbF6AdprOXEEHlsq11Z6d,spotify:album:3YIUNL7qFE8NP3X3zaYSND
3152,Rauw Alejandro,El Efecto,billboard-argentina-hot-100,spotify:track:4SJHHpKhcuXwDsCsPqshXj,spotify:album:6C8ObcezFoorqPgY2J320r
3153,Pitbull,Dame Tu Cosita,billboard-argentina-hot-100,spotify:track:2T7UAAVTIIuMZPOQLXTq1l,spotify:album:7dJ4pXK49eLqcSuak45kDH
3154,Nicky Jam ,Whine Up,billboard-argentina-hot-100,spotify:track:2pWOMNQJW3g2zmGjP0Vkb0,spotify:album:1CYQlkKE5Q0khU6eMwVAVt
3155,Sebastian Yatra,Falta Amor,billboard-argentina-hot-100,spotify:track:2ukaTb7sSeWHdr22n1xTBs,spotify:album:3gkp7anxdJUMULQZaIND1m
3156,J Balvin,Blanco,billboard-argentina-hot-100,spotify:track:31mc7JkTTSqITR8l3EUbce,spotify:album:34Zrl91ywk2xBTeUiWJjwX
3157,Maluma,HP,billboard-argentina-hot-100,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,spotify:album:3YIUNL7qFE8NP3X3zaYSND
3158,Javiielo,Pa Los Gustos Los Colores,billboard-argentina-hot-100,spotify:track:6EWWkqE4aFlZRyoFwwOT8u,spotify:album:3m6ZxoqDmizFOLE6LxWQy4
3159,ROSALIA ,"Yo X Ti, Tu X Mi",billboard-argentina-hot-100,spotify:track:7BlBVFwvbWvcwNcUarQmjk,spotify:album:3844bY26oeSkqd06th4EYp
3160,Khea,Donde Estas,billboard-argentina-hot-100,spotify:track:16DNJ8y6k97DxuMyV49W7V,spotify:album:0ZyvU9dSoBua8NOYnAP0x3
3161,Tini Greeicy,22,billboard-argentina-hot-100,spotify:track:07L6tEZIfCX3GZAWCpGj0e,spotify:album:5NfpwctBSlT9eLTrYuC8Qq
3162,Sech,Relacion,billboard-argentina-hot-100,spotify:track:4lMOQR1rRW5hJgJXOtKraL,spotify:album:378KGomt21mlfxD786uF7c
3163,Don Patricio,Contando Lunares,billboard-argentina-hot-100,spotify:track:4r2IrqOOdh3dPUKyvRHaSE,spotify:album:5wyTw4hwoCh47W3Dddi4bq
3164,Mau,La Boca,billboard-argentina-hot-100,spotify:track:0UQwlF2pRkr1lMN6kNNUj3,spotify:album:01yYW0rRRwlEZx1dMmc5ff
3165,Justin Quiles,DJ No Pare,billboard-argentina-hot-100,spotify:track:1ndyl3wJCFs872XZ3ztPk6,spotify:album:71uU1JDWZ61OMDtW8h1Kp8
3166,Thalia ,No Me Acuerdo,billboard-argentina-hot-100,spotify:track:1G586ld1gbaECg4Bc6w40O,spotify:album:2vcyOtFtWOYuQ6j4AH2FIG
3167,Becky G ,Sin Pijama,billboard-argentina-hot-100,spotify:track:2ijef6ni2amuunRoKTlgww,spotify:album:6hAxqfWO3xDGzjs8yad1pB
3168,Abel Pintos ,El Hechizo,billboard-argentina-hot-100,spotify:track:3BlzHqlWJeP9JFftrcxPrV,spotify:album:2u1Ls5pQZJsNXbQh1CHByr
3169,Anuel AA ,Secreto,billboard-argentina-hot-100,spotify:track:5tWIZtp2pAQvw0rlZiuT0C,spotify:album:7FkmzMxfE7RPJndtcIw7pk
3170,TINI ,Oye,billboard-argentina-hot-100,spotify:track:09nSCeCs6eYfAIJVfye1CE,spotify:album:1xwUFsb21qbGugy09vdd7O
3171,Maria Becerra,Dejemos Que Pase,billboard-argentina-hot-100,spotify:track:6LnXhWRXn8i7xUjEaqwIE9,spotify:album:5rsyyXBespBUPc93e1qPRw
