,track,artist,art_genres,chart,tracks_uri,albums_uris,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
516,Love Will Keep Us Together,Captain ,[],greatest-hot-100-songs-by-women,spotify:track:4pCNJwixy2ImFncaPY2yE2,spotify:album:3GUxesVyOehInaxJyCTh6d,60,0.354,0.621,0.788,0.0,4.0,0.305,-4.326,1.0,0.0314,129.62,4.0,0.926
517,Fantasy,Mariah Carey,"['dance pop', 'pop', 'r&b', 'urban contemporary']",greatest-hot-100-songs-by-women,spotify:track:6xkryXuiZU360Lngd4sx13,spotify:album:1ibYM4abQtSVQFQWvDSo4J,70,0.139,0.671,0.727,0.0,7.0,0.123,-7.585,1.0,0.035,102.358,4.0,0.801
518,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,"['dance pop', 'pop', 'urban contemporary']",greatest-hot-100-songs-by-women,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,spotify:album:5Vdzprr5cOqXQo44eHeV7t,81,0.207,0.709,0.824,0.000307,1.0,0.0888,-8.824,1.0,0.0453,118.814,4.0,0.867
519,Poker Face,Lady Gaga,"['dance pop', 'pop', 'post-teen pop']",greatest-hot-100-songs-by-women,spotify:track:1QV6tiMFM6fSOKOGLMHYYg,spotify:album:1qwlxZTNLe1jq3b0iidlue,75,0.118,0.851,0.806,1.64e-06,4.0,0.121,-4.62,1.0,0.0787,118.999,4.0,0.787
520,ON MY OWN,Patti LaBelle ,[],greatest-hot-100-songs-by-women,spotify:track:7KsXSnQc8qdeBSOnTM5Vvn,spotify:album:7jueDf9uaDOwCSQOfM9rFs,52,0.31,0.615,0.455,4.71e-05,5.0,0.415,-11.05,1.0,0.0262,92.163,4.0,0.483
521,Crazy For You,Madonna,"['dance pop', 'pop']",greatest-hot-100-songs-by-women,spotify:track:6B4oVElDIKRNcNUary0WG7,spotify:album:43lok9zd7BW5CoYkXZs7S0,64,0.107,0.662,0.719,0.0,9.0,0.102,-6.606,1.0,0.0298,95.001,4.0,0.511
522,Take A Bow,Madonna,"['dance pop', 'pop']",greatest-hot-100-songs-by-women,spotify:track:5oqukcHWfqq7HGjyKwLX1y,spotify:album:1saoZHjleM0tAQQoCvpMrB,52,0.417,0.568,0.366,3.39e-06,8.0,0.0664,-8.854,1.0,0.0258,79.98,4.0,0.311
523,Love Child,Diana Ross ,[],greatest-hot-100-songs-by-women,spotify:track:5XqcRrnABaQvry0vM9DGJW,spotify:album:48btXtK3xeILgH5vfMXMYF,1,0.459,0.567,0.921,8.6e-06,5.0,0.362,-4.23,1.0,0.0751,106.603,4.0,0.602
524,What's Love Got To Do With It,Tina Turner,"['disco', 'europop', 'mellow gold', 'new wave pop', 'soft rock']",greatest-hot-100-songs-by-women,spotify:track:4kOfxxnW1ukZdsNbCKY9br,spotify:album:5HmYiJnUkFuciiqRrAAv4o,67,0.219,0.851,0.406,6.41e-06,1.0,0.0853,-11.631,1.0,0.0661,97.84,4.0,0.792
525,Midnight Train To Georgia,Gladys Knight,"['motown', 'quiet storm']",greatest-hot-100-songs-by-women,spotify:track:6UaocmOO1bO7YwfHv9Kqcy,spotify:album:1KedFSRT6J8cWV4cCG06kE,62,0.127,0.579,0.477,0.0,10.0,0.0974,-8.539,0.0,0.0367,89.724,4.0,0.537
526,Escapade,Janet Jackson,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'urban contemporary']",greatest-hot-100-songs-by-women,spotify:track:6XjGnmIM6rPdslUBUUphVL,spotify:album:7jtBAkD6DL5yn7komrFTxE,45,0.0226,0.804,0.945,0.000878,1.0,0.171,-7.539,1.0,0.0483,115.217,4.0,0.701
527,Promiscuous,Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap', 'pop rock']",greatest-hot-100-songs-by-women,spotify:track:2gam98EZKrF9XuOkU13ApN,spotify:album:2yboV2QBcVGEhcRlYuPpDT,72,0.0569,0.808,0.97,6.13e-05,10.0,0.154,-6.098,0.0,0.0506,114.328,4.0,0.868
528,Ode To Billie Joe,Bobbie Gentry,"['brill building pop', 'traditional folk']",greatest-hot-100-songs-by-women,spotify:track:3LzVF7EbnXi3L5UDnaBClL,spotify:album:23Lqr6YXcILvNvbzIwqpOf,0,,,,,,,,,,,,
529,Straight Up,Paula Abdul,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'soft rock', 'urban contemporary']",greatest-hot-100-songs-by-women,spotify:track:5xl5582IihbEZAnfj0xyso,spotify:album:7zduRJgS6v79QmNUhKGozu,61,0.267,0.769,0.826,0.0177,7.0,0.0638,-8.252,1.0,0.0624,95.862,4.0,0.762
530,Empire State Of Mind,Jay-Z ,[],greatest-hot-100-songs-by-women,spotify:track:2igwFfvr1OAGX9SKDCPBwO,spotify:album:2CUT0104gySOIvqwtXeFsX,78,0.0295,0.491,0.956,0.0,11.0,0.46,-1.538,1.0,0.392,173.585,4.0,0.811
531,Half-Breed,Cher,"['dance pop', 'hollywood', 'new wave pop', 'pop']",greatest-hot-100-songs-by-women,spotify:track:3wXatbpQ57Nb9iEBuHmolP,spotify:album:0Erj1XbZaMmZXniIxGwGSw,37,0.542,0.401,0.493,0.0,9.0,0.331,-11.582,0.0,0.0415,205.609,4.0,0.921
532,Emotions,Mariah Carey,"['dance pop', 'pop', 'r&b', 'urban contemporary']",greatest-hot-100-songs-by-women,spotify:track:0cELvuwJW1acISUHYB6suj,spotify:album:0SHpIbyBLUugMXsl3yNkUz,62,0.0411,0.741,0.752,0.0012,9.0,0.0233,-7.009,0.0,0.0359,114.851,4.0,0.942
533,The Bodyguard,Whitney Houston,"['dance pop', 'pop', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:3geQ35IyykbmTAN33rUWSh,spotify:album:3qEUTNGTeDXwYwSl3v2hNV,49,0.832,0.345,0.299,0.0,6.0,0.805,-11.327,1.0,0.0401,70.675,4.0,0.226
534,25,Adele,"['british soul', 'pop', 'uk pop']",greatest-billboard-200-albums-by-women,spotify:track:2ecOAb7hSYsDryrkr4LtyM,spotify:album:0A3VhuohWdulGbN4U8s6cq,1,0.0693,0.668,0.197,0.0,6.0,0.29,-17.872,0.0,0.954,80.399,3.0,0.395
535,janet.,Janet Jackson,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:5kTOym0Pa5R4VGkTOhFmMb,spotify:album:6MFr3o4hxxhWrc2DAitc0G,16,0.0982,0.658,0.817,0.0115,0.0,0.0443,-10.189,1.0,0.045,122.989,4.0,0.476
536,AS I AM,Alicia Keys,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:2Akflbx1R68FZOOUx33xTc,spotify:album:6KlxyxhXEDo1LdheFulN7h,38,0.0373,0.277,0.416,0.904,0.0,0.767,-15.21,0.0,0.0437,168.081,4.0,0.0349
537,Funny Girl (Soundtrack),Barbra Streisand,"['adult standards', 'mellow gold', 'soft rock']",greatest-billboard-200-albums-by-women,spotify:track:1BbPWTfKPovXvYqlPPtcD7,spotify:album:0G8qWYPobQUV9wDm2XABPp,38,0.941,0.267,0.0927,9.88e-05,5.0,0.159,-15.469,0.0,0.0344,87.961,3.0,0.09
538,Daydream,Mariah Carey,"['dance pop', 'pop', 'r&b', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:5XmNooFUhM9Y5Ta5hCm065,spotify:album:1ibYM4abQtSVQFQWvDSo4J,40,0.119,0.635,0.525,0.000928,11.0,0.0868,-9.518,0.0,0.0344,123.991,4.0,0.349
539,Blue,LeAnn Rimes,"['country', 'country dawn', 'dance pop', 'pop rock']",greatest-billboard-200-albums-by-women,spotify:track:1g5EcKDECPxeI7kgkvcbxm,spotify:album:0gHvXXQ36Lz30Romr24rF6,53,0.595,0.545,0.452,1.29e-06,4.0,0.161,-8.604,1.0,0.0248,91.294,4.0,0.297
540,The Truth About Love,P!nk,"['dance pop', 'pop', 'post-teen pop']",greatest-billboard-200-albums-by-women,spotify:track:2bq6lTZcVtQ6m8bpaVCwA9,spotify:album:2Q9oTK48eb85waX1fFJsvj,46,0.00228,0.735,0.791,0.000109,1.0,0.133,-4.481,0.0,0.0754,131.982,4.0,0.903
541,Teenage Dream,Katy Perry,"['dance pop', 'pop', 'post-teen pop']",greatest-billboard-200-albums-by-women,spotify:track:55qBw1900pZKfXJ6Q9A2Lc,spotify:album:5BvgP623rtvlc0HDcpzquz,69,0.0132,0.719,0.804,3.02e-06,10.0,0.139,-4.581,1.0,0.0355,119.999,4.0,0.605
542,Good Girl Gone Bad,Rihanna,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:6g1B0hd6rlT3xP3mERUnz8,spotify:album:3JSWZWeTHF4HDGt5Eozdy7,50,0.0335,0.708,0.553,0.0,5.0,0.101,-6.319,0.0,0.0262,94.977,4.0,0.589
543,The Woman In Me,Shania Twain,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']",greatest-billboard-200-albums-by-women,spotify:track:4wkXHkv0WTzsyMZpADgZOB,spotify:album:3wDeIA9tJU0uNlsroUdcYK,45,0.506,0.572,0.276,1.22e-05,10.0,0.141,-12.958,1.0,0.0297,123.833,4.0,0.137
544,The Miseducation Of Lauryn Hill,Lauryn Hill,"['conscious hip hop', 'dance pop', 'hip pop', 'neo soul', 'new jersey rap', 'pop', 'r&b', 'soul', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:12Y1GaS44vga0G3rUtjFAY,spotify:album:1BZoqf8Zje5nGdwZhOjAtD,51,0.295,0.356,0.355,0.000107,3.0,0.151,-11.125,0.0,0.0341,69.271,4.0,0.653
545,LUCK OF THE DRAW,Bonnie Raitt,"['classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",greatest-billboard-200-albums-by-women,spotify:track:0ABbh7ro3kLFdZfLlbeA3g,spotify:album:6blrkOZ0VmkhYPjfoD7eqf,35,0.268,0.581,0.351,0.0,5.0,0.0825,-13.586,0.0,0.0266,103.781,4.0,0.114
546,Music,Carole King,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'lilith', 'mellow gold', 'quiet storm', 'rock', 'singer-songwriter', 'soft rock', 'soul']",greatest-billboard-200-albums-by-women,spotify:track:1fRB8AB0e8oYp7lqc8ZeuU,spotify:album:7ghZpirxJtjGt4QzPtnkqT,34,0.269,0.316,0.525,0.24,8.0,0.265,-11.973,1.0,0.0328,165.473,3.0,0.712
547,Oops!...I Did It Again,Britney Spears,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",greatest-billboard-200-albums-by-women,spotify:track:6naxalmIoLFWR0siv8dnQQ,spotify:album:5PmgtkodFl2Om3hMXONDll,77,0.3,0.751,0.834,1.77e-05,1.0,0.355,-5.444,0.0,0.0437,95.053,4.0,0.894
548,Speak Now,Taylor Swift,"['dance pop', 'pop', 'post-teen pop']",greatest-billboard-200-albums-by-women,spotify:track:7dXKdjpOaH2iwfFKmUj7aq,spotify:album:6Ar2o9KCqcyYF9J0aQP3au,55,0.101,0.708,0.601,0.0,7.0,0.0979,-3.75,1.0,0.0306,118.962,4.0,0.742
549,No Secrets,Carly Simon,"['adult standards', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",greatest-billboard-200-albums-by-women,spotify:track:6bvXw2MEcjT4sx8bl1fOjV,spotify:album:79x0PRGIZv33znrCkPkCZ5,36,0.161,0.598,0.476,0.0,1.0,0.0513,-10.168,1.0,0.0275,114.977,4.0,0.533
550,I Am...Sasha Fierce,Beyonce,"['dance pop', 'pop', 'post-teen pop', 'r&b']",greatest-billboard-200-albums-by-women,spotify:track:0K7wIocSvzcRISpssBUzfZ,spotify:album:20E3PwDg1jaDdK9K565luD,60,0.107,0.632,0.518,0.0,6.0,0.354,-6.126,1.0,0.0313,90.007,4.0,0.427
551,Here For The Party,Gretchen Wilson,"['contemporary country', 'country', 'country dawn', 'country road']",greatest-billboard-200-albums-by-women,spotify:track:0SuzUhWAgStNIMZR4jEGgk,spotify:album:5OYkhSnpSoztkCKind5tap,57,0.0127,0.656,0.717,1.22e-05,0.0,0.904,-4.871,1.0,0.0279,123.988,4.0,0.809
552,Beauty And The Beat,Go-Go's,"['dance pop', 'pop', 'post-teen pop']",greatest-billboard-200-albums-by-women,spotify:track:6brsHLfMqzNIQWTcQ14jBC,spotify:album:077eO7OwWYW98I3Ojsd33x,0,0.0154,0.946,0.555,0.874,9.0,0.102,-8.168,0.0,0.0569,128.025,4.0,0.122
553,Ashanti,Ashanti,"['dance pop', 'hip hop', 'hip pop', 'pop', 'r&b', 'rap', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:150hPXUSNrj9hYs6DEuNtJ,spotify:album:5M3BrdaT0TV5SsYsM5PM8X,26,0.541,0.417,0.452,0.0,3.0,0.446,-15.387,1.0,0.539,95.016,4.0,0.368
554,People,Barbra Streisand,"['adult standards', 'mellow gold', 'soft rock']",greatest-billboard-200-albums-by-women,spotify:track:2ioQnrlSVXQWxSlWuih38O,spotify:album:0vpZmvUH5x2ByXTYtXB4mG,42,0.765,0.486,0.437,4.71e-05,7.0,0.093,-8.293,1.0,0.0275,94.365,4.0,0.297
555,No Angel,Dido,"['dance pop', 'new wave pop', 'pop rock']",greatest-billboard-200-albums-by-women,spotify:track:5dCuH9N152aEx14Hk2EWiw,spotify:album:7ydMeYrv8bFFRkkHepoJM4,40,0.0759,0.843,0.634,0.000879,9.0,0.0949,-8.077,0.0,0.0313,99.522,4.0,0.798
556,19,Adele,"['british soul', 'pop', 'uk pop']",greatest-billboard-200-albums-by-women,spotify:track:46JjqCsH7fBn1vNAOy68DO,spotify:album:0A3VhuohWdulGbN4U8s6cq,1,0.0924,0.716,0.191,0.0,9.0,0.0813,-19.519,0.0,0.936,122.212,3.0,0.349
557,Carpenters,Carpenters,"['adult standards', 'folk', 'mellow gold', 'soft rock']",greatest-billboard-200-albums-by-women,spotify:track:4pMkpeGG6ru849QAMyz1Yw,spotify:album:13iXx7FEyNpSFvB7UpHurW,22,0.815,0.248,0.233,0.000588,8.0,0.0864,-11.897,1.0,0.0321,151.078,4.0,0.0958
558,Survivor,Destiny's Child,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,spotify:album:2HcjLD0ButtKsQYqzoyOx9,71,0.0559,0.514,0.911,0.0,1.0,0.775,-2.027,0.0,0.41,161.109,4.0,0.619
559,Guilty,Barbra Streisand,"['adult standards', 'mellow gold', 'soft rock']",greatest-billboard-200-albums-by-women,spotify:track:60mGckXEG1EzR4VmjYLfEW,spotify:album:5mMebbufullX8FIhpCxwCt,67,0.231,0.626,0.425,0.0,0.0,0.114,-15.656,1.0,0.0356,150.875,4.0,0.952
560,Spellbound,Paula Abdul,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'soft rock', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:5bEHe3xf4IwrKwCv3KPdcU,spotify:album:6gHhunUztPgpyBmzeie6MH,22,0.0435,0.745,0.829,0.00477,6.0,0.147,-9.443,0.0,0.0656,121.895,4.0,0.772
561,The Singing Nun,The Singing Nun,['rosary'],greatest-billboard-200-albums-by-women,spotify:track:4Jee3I8lu2FDBsin2M6PdC,spotify:album:1koBzSNl9OZXkTKQzE9fcS,0,0.962,0.708,0.106,0.0,7.0,0.172,-20.605,1.0,0.937,130.647,4.0,0.464
562,Wide Open Spaces,Dixie Chicks,"['contemporary country', 'country', 'country dawn']",greatest-billboard-200-albums-by-women,spotify:track:6cjwec9ii5uLK7CDfPBYt1,spotify:album:11Rni6y5dnNo6NRVuxltIj,68,0.577,0.563,0.544,0.0,4.0,0.128,-6.102,1.0,0.0306,179.351,4.0,0.602
563,Toni Braxton,Toni Braxton,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:53Tx9xMaE5U8Gv6h9nYptl,spotify:album:6ScRuZQPyrSG7th6I2RCXb,47,0.182,0.436,0.679,0.0,5.0,0.304,-4.27,1.0,0.0435,79.646,4.0,0.706
564,Dangerously In Love,Beyonce,"['dance pop', 'pop', 'post-teen pop', 'r&b']",greatest-billboard-200-albums-by-women,spotify:track:75n8NNxozHYy7THEzzpWtX,spotify:album:06v9eHnqhMK2tbM2Iz3p0Y,50,0.334,0.619,0.402,0.0,6.0,0.177,-8.054,1.0,0.0915,99.947,4.0,0.489
565,Close To You,Carpenters,"['adult standards', 'folk', 'mellow gold', 'soft rock']",greatest-billboard-200-albums-by-women,spotify:track:2kyVQg00pphEufGT59M2XH,spotify:album:5z8MFnoVUIfVo6MQW0uIul,66,0.726,0.528,0.233,0.000108,8.0,0.122,-15.362,1.0,0.0346,89.044,4.0,0.208
566,Beyonce,Beyonce,"['dance pop', 'pop', 'post-teen pop', 'r&b']",greatest-billboard-200-albums-by-women,spotify:track:0Y3Hb6daO2AUrwXxdk6KbP,spotify:album:46BXsx30qaCaAyyGtWyx7e,36,0.0179,0.29,0.979,0.0,7.0,0.767,-3.533,0.0,0.141,99.289,4.0,0.161
567,Title,Meghan Trainor,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",greatest-billboard-200-albums-by-women,spotify:track:0k5hoseEJnCAbpRh38dNoI,spotify:album:5W98Ab4VvQEuFEE4TIe5fE,55,0.343,0.779,0.754,2.6e-06,5.0,0.0965,-4.358,1.0,0.0966,89.998,4.0,0.883
568,The Diary Of Alicia Keys,Alicia Keys,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",greatest-billboard-200-albums-by-women,spotify:track:0oznE2fXDwAoja4j2R39lj,spotify:album:4KCe4KPxUSyKPLu5a6mDVg,35,0.287,0.45,0.472,2.54e-05,8.0,0.931,-9.775,0.0,0.0493,132.108,4.0,0.272
569,I Love Rock 'N' Roll,Joan Jett ,[],greatest-billboards-top-songs-80s,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,spotify:album:555qwe1qUgLdee80TZ2CQt,73,0.326,0.535,0.716,0.0,4.0,0.659,-5.025,1.0,0.0431,94.379,4.0,0.901
570,Another Day In Paradise,Phil Collins,"['mellow gold', 'rock drums', 'soft rock']",greatest-billboards-top-songs-80s,spotify:track:1NCuYqMc8hKMb4cpNTcJbD,spotify:album:2sS9l8uc3d3UsK9unJyrD8,74,0.736,0.78,0.565,0.00269,3.0,0.063,-7.32,0.0,0.0306,101.967,4.0,0.365
571,When Doves Cry,Prince,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'reggaeton', 'tropical']",greatest-billboards-top-songs-80s,spotify:track:51H2y6YrNNXcy3dfc3qSbA,spotify:album:7nXJ5k4XgRj5OLg9m8V3zc,71,0.0102,0.729,0.989,4.45e-05,9.0,0.443,-4.613,0.0,0.049,126.47,4.0,0.84
572,Maneater,Daryl Hall John Oates,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",greatest-billboards-top-songs-80s,spotify:track:7j74lucZ59vqN67Ipe2ZcY,spotify:album:7ygXmT175bKbOpiPjNwXOB,74,0.0406,0.723,0.499,9.44e-05,11.0,0.0761,-13.082,0.0,0.0421,88.825,4.0,0.828
573,Crazy Little Thing Called Love,Queen,"['glam rock', 'rock']",greatest-billboards-top-songs-80s,spotify:track:6xdLJrVj4vIXwhuG8TMopk,spotify:album:58alCatewkjNm9IM1Ucj67,74,0.713,0.599,0.761,4.74e-06,0.0,0.349,-6.887,1.0,0.0421,77.015,4.0,0.712
574,Don't You Want Me,The Human League,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",greatest-billboards-top-songs-80s,spotify:track:7uDpBqs424dyTghrwL4AXx,spotify:album:4xldXAHMTXjXdnPEfnQAEU,3,0.000269,0.759,0.997,0.579,9.0,0.1,-7.979,0.0,0.0539,130.017,4.0,0.967
575,Jessie's Girl,Rick Springfield,"['album rock', 'australian rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock', 'yacht rock']",greatest-billboards-top-songs-80s,spotify:track:5RsUlxLto4NZbhJpqJbHfN,spotify:album:4KKFWTePKtgb6mOwFDqxYa,71,0.164,0.727,0.832,0.0,2.0,0.105,-5.851,1.0,0.05,131.703,4.0,0.822
576,Hard To Say I'm Sorry,Chicago,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",greatest-billboards-top-songs-80s,spotify:track:7boKWlaNVmrhJdX8IbzUdD,spotify:album:13etqTFFO9ZKGD3LeRMROL,68,0.662,0.561,0.42,2.6e-06,4.0,0.186,-7.79,1.0,0.0272,72.319,4.0,0.27
577,Down Under,Men At Work,"['album rock', 'australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",greatest-billboards-top-songs-80s,spotify:track:46RVKt5Edm1zl0rXhPJZxz,spotify:album:6GYIy1SuhPDrugCZ5yNeQy,73,0.0485,0.746,0.79,0.0261,11.0,0.0534,-4.7,0.0,0.0257,107.231,4.0,0.891
578,Jack & Diane,John Cougar,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",greatest-billboards-top-songs-80s,spotify:track:43btz2xjMKpcmjkuRsvxyg,spotify:album:4gouGcdQn9OvjX42xnWrF0,74,0.0365,0.811,0.41,6.94e-06,9.0,0.0799,-8.214,1.0,0.0392,103.94,4.0,0.625
579,Coming Up (Live At Glasgow),Paul McCartney,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",greatest-billboards-top-songs-80s,spotify:track:0Ix1999mTT1A3TF6Bywgv5,spotify:album:48rypPDKdKiusMXKaYcEGV,29,0.147,0.578,0.751,0.000499,9.0,0.627,-7.803,1.0,0.0366,137.023,4.0,0.684
580,Arthur's Theme (Best That You Can Do),Christopher Cross,"['adult standards', 'album rock', 'disco', 'mellow gold', 'new wave pop', 'quiet storm', 'soft rock', 'yacht rock']",greatest-billboards-top-songs-80s,spotify:track:5fnOrhQ4KgT5irGCjIccGH,spotify:album:0QXYfxXpKeLlr3hueenIHB,69,0.169,0.526,0.515,0.000816,9.0,0.181,-11.169,1.0,0.0389,136.543,4.0,0.518
581,Broken Wings,Mr. Mister,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",greatest-billboards-top-songs-80s,spotify:track:63nVsCAdxu9OdeRhe58wiE,spotify:album:1vmioa1hsabaxkYnYKROT1,67,0.115,0.286,0.473,4.23e-05,1.0,0.071,-15.646,0.0,0.0388,99.233,4.0,0.449
582,Alone,Heart,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",greatest-billboards-top-songs-80s,spotify:track:54b8qPFqYqIndfdxiLApea,spotify:album:56dfEbntfVTMCxjrjggL1e,73,0.638,0.418,0.452,0.00026,1.0,0.0959,-13.099,1.0,0.0356,175.088,4.0,0.168
583,Every Rose Has Its Thorn,Poison,"['album rock', 'glam metal', 'hard rock', 'rock']",greatest-billboards-top-songs-80s,spotify:track:43GS3mtezoIFiuIZCLLiDY,spotify:album:2AMWVB3FWknjcMeb6hMZnd,72,0.16,0.533,0.637,1.12e-05,6.0,0.369,-5.571,1.0,0.0323,140.167,4.0,0.292
584,I Can't Go For That (No Can Do),Daryl Hall John Oates,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",greatest-billboards-top-songs-80s,spotify:track:41dDygR3r7e926oGUXfrLt,spotify:album:7rfpaXxmQG7dnFycZjLae0,63,0.0405,0.889,0.441,0.000788,0.0,0.038,-9.506,0.0,0.0379,110.565,4.0,0.963
585,Livin' On A Prayer,Bon Jovi,"['glam metal', 'rock']",greatest-billboards-top-songs-80s,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,spotify:album:0kBfgEilUFCMIQY5IOjG4t,83,0.0778,0.532,0.887,0.000214,0.0,0.294,-3.757,1.0,0.0335,122.511,4.0,0.795
586,Money For Nothing,Dire Straits,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",greatest-billboards-top-songs-80s,spotify:track:31DvHUCSioX0JD7B4kZMJ9,spotify:album:15J400U0rEpgE64UQgtvLs,74,0.043,0.666,0.667,0.0005,2.0,0.074,-9.305,0.0,0.0371,134.219,4.0,0.679
587,On My Own,Patti LaBelle ,[],greatest-billboards-top-songs-80s,spotify:track:7KsXSnQc8qdeBSOnTM5Vvn,spotify:album:7jueDf9uaDOwCSQOfM9rFs,52,0.31,0.615,0.455,4.71e-05,5.0,0.415,-11.05,1.0,0.0262,92.163,4.0,0.483
588,Beat It,Michael Jackson,"['pop', 'r&b', 'soul']",greatest-billboards-top-songs-80s,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,spotify:album:1C2h7mLntPSeVYciMRTF4a,77,0.0491,0.779,0.867,7.98e-06,3.0,0.197,-3.704,0.0,0.0457,138.858,4.0,0.915
589,Rock With You,Michael Jackson,"['pop', 'r&b', 'soul']",greatest-billboards-top-songs-80s,spotify:track:7oOOI85fVQvVnK5ynNMdW7,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,72,0.179,0.808,0.535,9.91e-05,1.0,0.158,-12.521,1.0,0.0353,114.031,4.0,0.848
590,I Want To Know What Love Is,Foreigner,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",greatest-billboards-top-songs-80s,spotify:track:1JLn8RhQzHz3qDqsChcmBl,spotify:album:4oQhDQDKMeI6IMlwpXt3j8,77,0.193,0.477,0.471,1.76e-06,6.0,0.131,-10.036,1.0,0.0277,81.204,4.0,0.423
591,It's Still Rock And Roll To Me,Billy Joel,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",greatest-billboards-top-songs-80s,spotify:track:64UioB4Nmwgn2f4cbIpAkl,spotify:album:5sztejERqpktXEdemlUvU5,67,0.0994,0.752,0.684,0.0,0.0,0.0897,-7.599,1.0,0.15,141.075,4.0,0.539
592,Look Away,Chicago,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",greatest-billboards-top-songs-80s,spotify:track:2dEVFDQ9Z9Gyl73yhoKl65,spotify:album:1Z9Rlkd9LAYTZcU2TU7BZY,52,0.385,0.553,0.545,5.36e-06,9.0,0.105,-7.278,1.0,0.0261,85.959,4.0,0.201
593,Footloose,Kenny Loggins,"['album rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",greatest-billboards-top-songs-80s,spotify:track:2vz1CsL5WBsbpBcwgboTAw,spotify:album:4FZ9s0pelFSliPWhVEWRcC,72,0.0984,0.583,0.905,0.00019,2.0,0.0593,-6.132,1.0,0.0733,173.982,4.0,0.646
594,Against All Odds (take A Look At Me Now),Phil Collins,"['mellow gold', 'rock drums', 'soft rock']",greatest-billboards-top-songs-80s,spotify:track:63CHa6rmamv9OsehkRD8oz,spotify:album:7yZHLfxqiGPbSQLrVJljah,74,0.198,0.58,0.498,0.0,1.0,0.132,-6.901,1.0,0.0277,116.271,4.0,0.111
