,artist,uri,followers,genres,popularity,spotify_id,chart
299,Pinkfong,spotify:artist:7cTXfwpe9peK0UE1bZyIWZ,74513,"['cartoon', ""children's music"", 'dong-yo']",70,7cTXfwpe9peK0UE1bZyIWZ,independent-albums
300,Brent Faiyaz,spotify:artist:3tlXnStJ1fFhdScmQeLpuG,635544,"['alternative r&b', 'dmv rap', 'rap']",77,3tlXnStJ1fFhdScmQeLpuG,independent-albums
301,Bethel Music,spotify:artist:26T4yOaOoFJvUvxR87Y9HO,914394,"['ambient worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",75,26T4yOaOoFJvUvxR87Y9HO,independent-albums
302,Natanael Cano,spotify:artist:0elWFr7TW8piilVRYJUe4P,590257,['corrido'],82,0elWFr7TW8piilVRYJUe4P,independent-albums
303,Myke Towers,spotify:artist:7iK8PXO48WeuP03g8YR51W,1793257,"['latin', 'trap latino']",90,7iK8PXO48WeuP03g8YR51W,independent-albums
304,Eslabon Armado,spotify:artist:0XeEobZplHxzM9QzFQWLiR,47461,[],70,0XeEobZplHxzM9QzFQWLiR,independent-albums
305,AJR,spotify:artist:6s22t5Y3prQHyaHWUN1R1C,1230809,"['modern rock', 'pop rock']",78,6s22t5Y3prQHyaHWUN1R1C,independent-albums
306,HARDY,spotify:artist:7x3f7c0fBanNlQwpx1255g,195900,"['chanson', 'ye ye']",61,7x3f7c0fBanNlQwpx1255g,independent-albums
307,Tyga,spotify:artist:5LHRHt1k9lMyONurDHEdrp,5591641,"['pop rap', 'rap', 'trap']",89,5LHRHt1k9lMyONurDHEdrp,independent-albums
308,Bruce Springsteen,spotify:artist:3eqjTLE0HfPfh78zjh6TqT,3116087,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",79,3eqjTLE0HfPfh78zjh6TqT,greatest-billboard-200-albums
309,Garth Brooks,spotify:artist:4BclNkZtAUq1YrYNzye3N7,745484,"['country', 'oklahoma country']",56,4BclNkZtAUq1YrYNzye3N7,greatest-billboard-200-albums
310,Alanis Morissette,spotify:artist:6ogn9necmbUdCppmNnGOdi,1578894,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'lilith', 'pop rock', 'singer-songwriter']",72,6ogn9necmbUdCppmNnGOdi,greatest-billboard-200-albums
311,Nickelback,spotify:artist:6deZN1bslXzeGvOLaLMOIF,4297535,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",78,6deZN1bslXzeGvOLaLMOIF,greatest-billboard-200-albums
312,Carole King,spotify:artist:319yZVtYM9MBGqmSQnMyY6,759831,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'lilith', 'mellow gold', 'quiet storm', 'rock', 'singer-songwriter', 'soft rock', 'soul']",68,319yZVtYM9MBGqmSQnMyY6,greatest-billboard-200-albums
313,Whitney Houston,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,5395491,"['dance pop', 'pop', 'urban contemporary']",81,6XpaIBNiVzIetEPCWDvAFP,greatest-billboard-200-albums
314,Herb Alpert's Tijuana Brass,spotify:artist:09L3cUdx0hq6qn5bKuJJ4I,78283,"['adult standards', 'easy listening', 'lounge']",56,09L3cUdx0hq6qn5bKuJJ4I,greatest-billboard-200-albums
315,Shania Twain,spotify:artist:5e4Dhzv426EvQe3aDb64jL,1907161,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']",73,5e4Dhzv426EvQe3aDb64jL,greatest-billboard-200-albums
316,Usher,spotify:artist:23zg3TcAtWQy7J6upgbUnj,7624344,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'urban contemporary']",82,23zg3TcAtWQy7J6upgbUnj,greatest-billboard-200-albums
317,Paula Abdul,spotify:artist:4PpmBoqphQusNFsxuVKb6j,539832,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'soft rock', 'urban contemporary']",56,4PpmBoqphQusNFsxuVKb6j,greatest-billboard-200-albums
318,Billy Ray Cyrus,spotify:artist:60rpJ9SgigSd16DOAG7GSa,159281,"['country', 'country road']",75,60rpJ9SgigSd16DOAG7GSa,greatest-billboard-200-albums
319,Celine Dion,spotify:artist:4S9EykWXhStSc15wEx8QFK,3644510,"['canadian pop', 'dance pop']",78,4S9EykWXhStSc15wEx8QFK,greatest-billboard-200-albums
320,M.C. Hammer,spotify:artist:0ssB8ifzh87Y11NZq0xCDl,77,[],0,0ssB8ifzh87Y11NZq0xCDl,greatest-billboard-200-albums
321,Def Leppard,spotify:artist:6H1RjVyNruCmrBEWRbD0VZ,2610406,"['album rock', 'hard rock', 'nwobhm', 'rock']",72,6H1RjVyNruCmrBEWRbD0VZ,greatest-billboard-200-albums
322,Norah Jones,spotify:artist:2Kx7MNY7cI1ENniW7vT30N,2165601,"['adult standards', 'contemporary vocal jazz', 'neo mellow', 'vocal jazz']",76,2Kx7MNY7cI1ENniW7vT30N,greatest-billboard-200-albums
323,Daughtry,spotify:artist:5P5FTygHyx2G57oszR3Wot,1367700,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",68,5P5FTygHyx2G57oszR3Wot,greatest-billboard-200-albums
324,Linkin Park,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,15257128,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",86,6XyY86QOPPrYVGvF9ch6wz,greatest-billboard-200-albums
325,Hootie,spotify:artist:08ct2eZF5lUPdJpHwNKWof,593917,"['mellow gold', 'neo mellow', 'pop rock', 'post-grunge']",64,08ct2eZF5lUPdJpHwNKWof,greatest-billboard-200-albums
326,Evanescence,spotify:artist:5nGIFgo0shDenQYSE0Sn7c,2625753,"['alternative metal', 'post-grunge']",74,5nGIFgo0shDenQYSE0Sn7c,greatest-billboard-200-albums
327,Creed,spotify:artist:3IYUhFvPQItj6xySrBmZkd,3434956,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']",80,3IYUhFvPQItj6xySrBmZkd,greatest-billboard-200-albums
328,Santana,spotify:artist:3qvcCP2J0fWi0m0uQDUf6r,4168988,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",77,3qvcCP2J0fWi0m0uQDUf6r,greatest-billboard-200-albums
329,Peter Frampton,spotify:artist:0543y7yrvny4KymoaneT4W,633390,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'symphonic rock']",61,0543y7yrvny4KymoaneT4W,greatest-billboard-200-albums
330,Britney Spears,spotify:artist:26dSoYclwsYLMAKD3tpOr4,7252249,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",82,26dSoYclwsYLMAKD3tpOr4,greatest-billboard-200-albums
331,Backstreet Boys,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,3159518,"['boy band', 'dance pop', 'europop', 'pop']",80,5rSXSAkZ67PYJSvpUpkOr7,greatest-billboard-200-albums
332,Herb Alpert,spotify:artist:09L3cUdx0hq6qn5bKuJJ4I,78283,"['adult standards', 'easy listening', 'lounge']",56,09L3cUdx0hq6qn5bKuJJ4I,greatest-billboard-200-albums
333,Foreigner,spotify:artist:6IRouO5mvvfcyxtPDKMYFN,1569498,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",72,6IRouO5mvvfcyxtPDKMYFN,greatest-billboard-200-albums
334,Spice Girls,spotify:artist:0uq5PttqEjj3IH1bzwcrXF,1734428,"['dance pop', 'europop', 'girl group', 'pop', 'pop rock']",71,0uq5PttqEjj3IH1bzwcrXF,greatest-billboard-200-albums
335,Mariah Carey,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,5567435,"['dance pop', 'pop', 'r&b', 'urban contemporary']",79,4iHNK0tOyZPYnBU7nGAgpQ,greatest-billboard-200-albums
336,Blood,spotify:artist:1okJ4NC308qbtY9LyHn6DO,18463,['electropop'],67,1okJ4NC308qbtY9LyHn6DO,greatest-billboard-200-albums
337,Michael Bolton,spotify:artist:6YHEMoNPbcheiWS2haGzkn,926399,"['adult standards', 'soft rock']",68,6YHEMoNPbcheiWS2haGzkn,greatest-billboard-200-albums
338,Avril Lavigne,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,5774172,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",79,0p4nmQO2msCgU4IF37Wi3j,greatest-billboard-200-albums
339,Boyz II Men,spotify:artist:6O74knDqdv3XaWtkII7Xjp,1755208,"['boy band', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",70,6O74knDqdv3XaWtkII7Xjp,greatest-billboard-200-albums
340,Iron Butterfly,spotify:artist:3cdvlbCYf4WoBdy89RWkNS,210192,"['acid rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",48,3cdvlbCYf4WoBdy89RWkNS,greatest-billboard-200-albums
341,Kid Rock,spotify:artist:7dOBabd5O4CvKrg4iriHTM,1228246,"['alternative metal', 'nu metal', 'post-grunge']",72,7dOBabd5O4CvKrg4iriHTM,greatest-billboard-200-albums
342,REO Speedwagon,spotify:artist:55vs7NT1KxcFjbMC4y202E,1205228,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",69,55vs7NT1KxcFjbMC4y202E,greatest-billboard-200-albums
343,No Doubt,spotify:artist:0cQbJU1aAzvbEmTuljWLlF,1557970,"['alternative rock', 'dance pop', 'permanent wave', 'pop rock', 'post-grunge']",70,0cQbJU1aAzvbEmTuljWLlF,greatest-billboard-200-albums
344,Lady Antebellum,spotify:artist:32WkQRZEVKSzVAAYqukAEA,2918689,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,32WkQRZEVKSzVAAYqukAEA,greatest-billboard-200-albums
345,Supertramp,spotify:artist:3JsMj0DEzyWc0VDlHuy9Bx,1701509,"['album rock', 'art rock', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",73,3JsMj0DEzyWc0VDlHuy9Bx,greatest-billboard-200-albums
346,Miley Cyrus,spotify:artist:5YGY8feqx7naU7z4HrwZM6,11507213,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",83,5YGY8feqx7naU7z4HrwZM6,greatest-billboard-200-albums
347,Janet Jackson,spotify:artist:4qwGe91Bz9K2T8jXTZ815W,1993720,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'urban contemporary']",70,4qwGe91Bz9K2T8jXTZ815W,greatest-billboard-200-albums
348,Milli Vanilli,spotify:artist:3vRclCt9VnNhYIxFMQCxuM,167585,['new jack swing'],54,3vRclCt9VnNhYIxFMQCxuM,greatest-billboard-200-albums
349,Kelly Clarkson,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,6439035,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']",79,3BmGtnKgCSGYIUhmivXKWX,greatest-billboard-200-albums
350,Eric Clapton,spotify:artist:6PAt558ZEZl0DmdXlnjMgD,3425385,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'roots rock', 'soft rock']",76,6PAt558ZEZl0DmdXlnjMgD,greatest-billboard-200-albums
351,George Michael,spotify:artist:19ra5tSw0tWufvUp8GotLo,2387614,"['dance rock', 'new wave pop', 'soft rock']",75,19ra5tSw0tWufvUp8GotLo,greatest-billboard-200-albums
352,Bobby Brown,spotify:artist:62sPt3fswraiEPnKQpAbdE,601752,"['dance pop', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",60,62sPt3fswraiEPnKQpAbdE,greatest-billboard-200-albums
353,Shaggy,spotify:artist:5EvFsr3kj42KNv97ZEnqij,1326943,"['dance pop', 'pop rap', 'reggae fusion']",74,5EvFsr3kj42KNv97ZEnqij,greatest-billboard-200-albums
354,Wilson Phillips,spotify:artist:1yMYjh77WgOVafRkI50mim,279264,"['girl group', 'new wave pop', 'pop rock', 'soft rock']",57,1yMYjh77WgOVafRkI50mim,greatest-billboard-200-albums
355,Nelly,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,1930248,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap', 'pop rock']",74,2jw70GZXlAI8QzWeY2bgRc,greatest-billboard-200-albums
356,John Denver,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,967336,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",73,7EK1bQADBoqbYXnT4Cqv9w,greatest-billboard-200-albums
357,New Kids On The Block,spotify:artist:55qiaow2sDYtjqu1mwRua6,440238,"['boy band', 'dance pop']",61,55qiaow2sDYtjqu1mwRua6,greatest-billboard-200-albums
358,Chicago,spotify:artist:3iDD7bnsjL9J4fO298r0L0,1816416,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",72,3iDD7bnsjL9J4fO298r0L0,greatest-billboard-200-albums
359,Original Cast,spotify:artist:3UUJfRbrA2nTbcg4i0MOwu,309744,"['broadway', 'hollywood', 'show tunes']",76,3UUJfRbrA2nTbcg4i0MOwu,greatest-billboard-200-albums
360,Ace Of Base,spotify:artist:5ksRONqssB7BR161NTtJAm,366984,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'pop rock']",65,5ksRONqssB7BR161NTtJAm,greatest-billboard-200-albums
361,Asia,spotify:artist:0MK8l3nURwwQIjafvXoJJt,627532,"['anime', 'anime score', 'j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk', 'otacore']",64,0MK8l3nURwwQIjafvXoJJt,greatest-billboard-200-albums
362,Justin Timberlake,spotify:artist:31TPClRtHm23RisEBtV3X7,9000430,"['dance pop', 'pop']",84,31TPClRtHm23RisEBtV3X7,greatest-billboard-200-albums
363,Dire Straits,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T,3477433,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",78,0WwSkZ7LtFUFjGjMZBMt6T,greatest-billboard-200-albums
364,Fergie,spotify:artist:3r17AfJCCUqC9Lf0OAc73G,3697402,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",72,3r17AfJCCUqC9Lf0OAc73G,greatest-billboard-200-albums
365,Men At Work,spotify:artist:0f3EsoviYnRKTkmayI3cux,663237,"['album rock', 'australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",68,0f3EsoviYnRKTkmayI3cux,greatest-billboard-200-albums
366,Rascal Flatts,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,2334006,"['contemporary country', 'country', 'country road', 'pop rock']",74,0a1gHP0HAqALbEyxaD5Ngn,greatest-billboard-200-albums
367,Mumford,spotify:artist:3gd8FJtBJtkRxdfbTu19U2,5645089,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",78,3gd8FJtBJtkRxdfbTu19U2,greatest-billboard-200-albums
368,Heart,spotify:artist:34jw2BbxjoYalTp8cJFCPv,1276306,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",70,34jw2BbxjoYalTp8cJFCPv,greatest-billboard-200-albums
369,'N Sync,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,1251639,"['boy band', 'dance pop', 'europop', 'pop', 'post-teen pop']",72,6Ff53KvcvAj5U7Z1vojB5o,greatest-billboard-200-albums
370,OutKast,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,1333467,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",76,1G9G7WwrXka3Z1r7aIDjI7,greatest-billboard-200-albums
371,Kenny G,spotify:artist:6I3M904Y9IwgDjrQ9pANiB,601826,"['smooth jazz', 'smooth saxophone']",67,6I3M904Y9IwgDjrQ9pANiB,greatest-billboard-200-albums
372,Paul McCartney,spotify:artist:4STHEaNw4mPZ2tzheohgXB,2927772,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",74,4STHEaNw4mPZ2tzheohgXB,greatest-billboard-200-albums
373,Jimi Hendrix,spotify:artist:776Uo845nYHJpNaStv1Ds4,4082263,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",75,776Uo845nYHJpNaStv1Ds4,greatest-billboard-200-albums
374,Huey Lewis,spotify:artist:7A9yZMTrFZcgEWAX2kBfK6,798627,"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",66,7A9yZMTrFZcgEWAX2kBfK6,greatest-billboard-200-albums
375,Original Cast Recording,spotify:artist:5EJf9pRO532SnGtOaeiw4F,8145,[],61,5EJf9pRO532SnGtOaeiw4F,greatest-billboard-200-albums
376,The Police,spotify:artist:5NGO30tJxFlKixkPSgXcFE,3465034,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",78,5NGO30tJxFlKixkPSgXcFE,greatest-billboard-200-albums
377,Jewel,spotify:artist:4RnBFZRiMLRyZy0AzzTg2C,661275,"['alternative hip hop', 'escape room', 'hip hop']",69,4RnBFZRiMLRyZy0AzzTg2C,greatest-billboard-200-albums
378,TLC,spotify:artist:0TImkz4nPqjegtVSMZnMRq,2102862,"['atl hip hop', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']",72,0TImkz4nPqjegtVSMZnMRq,greatest-billboard-200-albums
379,U2,spotify:artist:51Blml2LZPmy7TTiAg47vQ,6704479,"['irish rock', 'permanent wave', 'rock']",81,51Blml2LZPmy7TTiAg47vQ,greatest-billboard-200-albums
380,Phil Collins,spotify:artist:4lxfqrEsLX6N1N4OCSkILp,2793252,"['mellow gold', 'rock drums', 'soft rock']",79,4lxfqrEsLX6N1N4OCSkILp,greatest-billboard-200-albums
381,The Monkees,spotify:artist:320EPCSEezHt1rtbfwH6Ck,634534,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",67,320EPCSEezHt1rtbfwH6Ck,greatest-billboard-200-albums
382,Whitesnake,spotify:artist:3UbyYnvNIT5DFXU4WgiGpP,1566812,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",70,3UbyYnvNIT5DFXU4WgiGpP,greatest-billboard-200-albums
383,50 Cent,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,5982688,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",83,3q7HBObVc0L8jNeTe5Gofh,greatest-billboard-200-albums
384,Dixie Chicks,spotify:artist:25IG9fa7cbdmCIy3OnuH57,959178,"['contemporary country', 'country', 'country dawn']",73,25IG9fa7cbdmCIy3OnuH57,greatest-billboard-200-albums
385,Jefferson Starship,spotify:artist:3HC7NcxQx2Yk0fWoRKJ0xF,462184,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",54,3HC7NcxQx2Yk0fWoRKJ0xF,greatest-billboard-200-albums
386,Don McLean,spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,464402,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",68,1gRNBaI4yn6wCCTvRhGWh8,greatest-billboard-200-albums
387,Led Zeppelin,spotify:artist:36QJpDe2go2KgaRleHCDTp,8910278,"['album rock', 'classic rock', 'hard rock', 'rock']",81,36QJpDe2go2KgaRleHCDTp,greatest-billboard-200-albums
388,Akon,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,2287533,['dance pop'],81,0z4gvV4rjIZ9wHck67ucSV,greatest-billboard-200-albums
389,John Cougar,spotify:artist:3lPQ2Fk5JOwGWAF3ORFCqH,808056,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",70,3lPQ2Fk5JOwGWAF3ORFCqH,greatest-billboard-200-albums
390,Lil Wayne,spotify:artist:55Aa2cqylxrFIXC767Z865,8997441,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",89,55Aa2cqylxrFIXC767Z865,greatest-billboard-200-albums
391,Enya,spotify:artist:6uothxMWeLWIhsGeF7cyo4,1277911,"['celtic', 'middle earth']",75,6uothxMWeLWIhsGeF7cyo4,greatest-billboard-200-albums
392,Natalie Cole,spotify:artist:5tTsrGPwQRWUsHR2Xf7Ke9,338467,"['adult standards', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",66,5tTsrGPwQRWUsHR2Xf7Ke9,greatest-billboard-200-albums
393,P!nk,spotify:artist:1KCSPY1glIKqW2TotWuXOR,8528139,"['dance pop', 'pop', 'post-teen pop']",83,1KCSPY1glIKqW2TotWuXOR,greatest-billboard-200-albums
394,Kris Kross,spotify:artist:4LcUpNlXFEleaLlelmkv2R,118903,"['dutch house', 'dutch pop', 'tropical house']",71,4LcUpNlXFEleaLlelmkv2R,greatest-billboard-200-albums
395,Earth,spotify:artist:4QQgXkCYTt3BlENzhyNETg,2330257,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",75,4QQgXkCYTt3BlENzhyNETg,greatest-billboard-200-albums
396,Barbra Streisand,spotify:artist:7jmTilWYlKOuavFfmQAcu6,708569,"['adult standards', 'mellow gold', 'soft rock']",69,7jmTilWYlKOuavFfmQAcu6,greatest-billboard-200-albums
397,Counting Crows,spotify:artist:0vEsuISMWAKNctLlUAhSZC,1056474,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",71,0vEsuISMWAKNctLlUAhSZC,greatest-billboard-200-albums
398,Bryan Adams,spotify:artist:3Z02hBLubJxuFJfhacLSDc,1596364,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",78,3Z02hBLubJxuFJfhacLSDc,greatest-billboard-200-albums
399,Diana Ross,spotify:artist:3MdG05syQeRYPPcClLaUGl,1051374,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",71,3MdG05syQeRYPPcClLaUGl,greatest-billboard-200-albums
400,Cream,spotify:artist:74oJ4qxwOZvX6oSsu1DGnw,1311957,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']",68,74oJ4qxwOZvX6oSsu1DGnw,greatest-billboard-200-albums
401,Jim Croce,spotify:artist:1R6Hx1tJ2VOUyodEpC12xM,635988,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",67,1R6Hx1tJ2VOUyodEpC12xM,greatest-billboard-200-albums
402,Neil Young,spotify:artist:6v8FB84lnmJs434UJf2Mrm,1800388,"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']",74,6v8FB84lnmJs434UJf2Mrm,greatest-billboard-200-albums
403,Peter,spotify:artist:0oea1hwGMfUxZbLxJc1XUN,635980,"['dub', 'reggae', 'roots reggae']",62,0oea1hwGMfUxZbLxJc1XUN,greatest-billboard-200-albums
404,Madonna,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,4009147,"['dance pop', 'pop']",79,6tbjWDEIzxoDsBA1FuhfPW,greatest-billboard-200-albums
405,Tears For Fears,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,1558270,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']",73,4bthk9UfsYUYdcFyqxmSUU,greatest-billboard-200-albums
406,Tina Turner,spotify:artist:1zuJe6b1roixEKMOtyrEak,1796314,"['disco', 'europop', 'mellow gold', 'new wave pop', 'soft rock']",71,1zuJe6b1roixEKMOtyrEak,greatest-billboard-200-albums
407,Stevie Nicks,spotify:artist:7crPfGd2k81ekOoSqQKWWz,587563,"['album rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",67,7crPfGd2k81ekOoSqQKWWz,greatest-billboard-200-albums
408,One Direction,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,15728054,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",89,4AK6F7OLvEQ5QYCBNiQWHq,greatest-billboard-200-albums
409,Lorde,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,5739128,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",80,163tK9Wjr9P9DmM0AVK7lm,greatest-billboard-200-albums
410,Roberta Flack,spotify:artist:0W498bDDNlJIrYMKXdpLHA,529140,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",65,0W498bDDNlJIrYMKXdpLHA,greatest-billboard-200-albums
411,John Mellencamp,spotify:artist:3lPQ2Fk5JOwGWAF3ORFCqH,808056,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",70,3lPQ2Fk5JOwGWAF3ORFCqH,greatest-billboard-200-albums
412,matchbox 20,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,1542613,"['neo mellow', 'pop rock', 'post-grunge']",70,3Ngh2zDBRPEriyxQDAMKd1,greatest-billboard-200-albums
413,Christina Aguilera,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,5090732,"['dance pop', 'europop', 'pop', 'pop rap', 'post-teen pop']",81,1l7ZsJRRS8wlW3WfJfPfNS,greatest-billboard-200-albums
414,Herb Alpert,spotify:artist:09L3cUdx0hq6qn5bKuJJ4I,78283,"['adult standards', 'easy listening', 'lounge']",56,09L3cUdx0hq6qn5bKuJJ4I,greatest-billboard-200-artists
415,Rod Stewart,spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT,2048137,"['adult standards', 'mellow gold', 'soft rock']",76,2y8Jo9CKhJvtfeKOsYzRdT,greatest-billboard-200-artists
416,Bob Dylan,spotify:artist:74ASZWbe4lXaubB36ztrGX,4145469,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",78,74ASZWbe4lXaubB36ztrGX,greatest-billboard-200-artists
417,Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,3127952,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",75,2cnMpRsOVqtPMfq7YiFE6K,greatest-billboard-200-artists
418,The Temptations,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,1675522,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",71,3RwQ26hR2tJtA8F9p2n7jG,greatest-billboard-200-artists
419,JAY-Z,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,5239618,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",85,3nFkdlSjzX9mRTtwJOzDYB,greatest-billboard-200-artists
