artist,uri,followers,genres,popularity,decade,is_recommended,billboard
Firehouse,spotify:artist:28pS8WVbFstY0o1SrqCf8I,453381,"['album rock', 'glam metal', 'hard rock', 'rock']",59,1990.0,0,
György Ligeti,spotify:artist:1zb5zmIuX2lTbzcn7YeQlg,40710,"['avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'hungarian contemporary classical', 'laboratorio']",43,1990.0,1,
House Of Pain,spotify:artist:0AuW7OCyKfFrsMbtHrYgIV,333564,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",62,1990.0,1,
Spoonie Gee Meets The Sequence,spotify:artist:3Yc3YZ39ToNSSAXZTT3JpE,82,['proto-rap'],6,1990.0,1,
Sugar Ray,spotify:artist:4uN3DsfENc7dp0OLO0FEIb,563085,"['alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop rock', 'post-grunge']",63,1990.0,0,
Velocity Girl,spotify:artist:1fXw2uWfwAlNxlDsW8cKIS,5626,"['alternative pop', 'c86', 'twee pop']",24,1990.0,1,
U.D.O.,spotify:artist:2aWjaq32aRQo58dw0w8NM6,93827,"['german metal', 'hard rock', 'metal', 'neo-trad metal', 'power metal', 'speed metal']",48,1990.0,1,
Dakota Moon,spotify:artist:7ELimrCB9CnQYcbhRKsjf9,1174,[],25,1990.0,1,
Cool Breeze ,spotify:artist:5YNOiWQmgkOgocooRCvGH7,7,[],11,1990.0,1,
Trisha Yearwood,spotify:artist:3XlIhgydjvC4EniPFZT20j,672111,"['contemporary country', 'country', 'country dawn', 'country road']",62,1990.0,0,
Sexual Democracia,spotify:artist:3m2dBZiLPZUffYga9ocES7,46127,"['andean', 'chilean rock', 'nueva cancion']",40,1990.0,1,
The Original,spotify:artist:4GwjLszGqU37HqCgpBNPoU,169,[],47,1990.0,1,
Steve Vai,spotify:artist:32Jb1X3wSmmoHj2epZReZA,328965,"['instrumental rock', 'metal guitar', 'neo classical metal', 'progressive metal', 'shred']",54,1990.0,1,
The Roha Band,spotify:artist:3EOoqpbl7QA2mwfUoYwoq6,1613,"['ethio-jazz', 'ethiopian pop']",26,1990.0,1,
Kid Ory,spotify:artist:7fvNIXXszS6FTHROnZVsK4,7376,"['big band', 'dixieland', 'jazz trombone', 'modern swing', 'new orleans jazz', 'ragtime', 'stride', 'swing', 'vintage jazz']",32,1990.0,1,
Nas,spotify:artist:3Bnq7jiU506HcPjRgQ43TM,404537,"['bossa nova', 'forro', 'mpb', 'samba']",63,1990.0,0,
Rakesh Chaurasia,spotify:artist:10LLaI6A4jACT6M5ddEEFg,13692,"['bansuri', 'hindustani classical', 'hindustani instrumental', 'indian classical']",41,1990.0,1,
Osker,spotify:artist:0I5Gol3ZmxZeRiW6aI81Pm,6713,"['melodic hardcore', 'orgcore', 'skate punk']",30,1990.0,1,
Patrick O'Hearn,spotify:artist:6T7JFvP8qvpOia4q43OmbJ,20491,"['ambient', 'focus', 'healing', 'new age']",44,1990.0,1,
Diesel Boy,spotify:artist:2agAYKDv3WcwXt4nKmDThj,13303,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",34,1990.0,1,
Voices Of Theory,spotify:artist:7xojBGlLd0SGscMIL31gdV,8892,['boy band'],35,1990.0,1,
Rosemary Clooney,spotify:artist:0NkyXWGxE3WTFixDSJ39PK,80234,"['adult standards', 'big band', 'brill building pop', 'easy listening', 'lounge', 'torch song', 'vocal jazz']",49,1990.0,1,
Silvio Caldas,spotify:artist:2B1dm2ilnetHyFSMIs2bjG,9013,['velha guarda'],26,1990.0,1,
Bell Biv DeVoe,spotify:artist:2zFZiWQJFFshzojycnXoTL,586337,"['boy band', 'funk', 'hip hop', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",57,1990.0,0,
VeggieTales,spotify:artist:4QKx7KohkWZAOkO4sI3GRx,55834,"['cartoon', ""children's music""]",55,1990.0,1,
Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,34776401,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",94,1990.0,0,
Exodus,spotify:artist:76S65NHJHrNy4JTrXHP2BH,362631,"['crossover thrash', 'death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",53,1990.0,1,
Young M.C.,spotify:artist:0dGaEL3mjJlsHo0663gZjE,62,[],20,1990.0,1,
Small Jazz Band,spotify:artist:62al1zX7Jb1yFDy8EBVGJr,549,['skiffle'],6,1990.0,1,
Michael Penn,spotify:artist:1rfk3cLafuKhShpgY1xzFq,239,[],56,1990.0,1,
Limpopo,spotify:artist:19qquqv9X7YSuGXX5U3oL7,6,[],8,1990.0,1,
Wynton Marsalis,spotify:artist:375zxMmh2cSgUzFFnva0O7,156962,"['bebop', 'big band', 'classical trumpet', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trumpet', 'new orleans jazz', 'straight-ahead jazz', 'vocal jazz']",56,1990.0,1,
South Park Mexican,spotify:artist:4kKaAWGdu6WW0W415RWaQA,470917,"['chicano rap', 'dirty south rap', 'gangster rap', 'latin hip hop']",64,1990.0,0,
Pale Saints,spotify:artist:0WY2ddzQUF9eh16GiqrElA,32960,"['alternative pop', 'alternative rock', 'c86', 'dream pop', 'dreamgaze', 'garage psych', 'noise pop', 'nu gaze', 'shoegaze', 'slow core', 'twee pop']",40,1990.0,1,
Boards of Canada,spotify:artist:2VAvhf61GgLYmC6C8anyX1,367702,"['ambient', 'electronica', 'indietronica', 'intelligent dance music', 'microhouse', 'post-rock', 'scottish electronic', 'trip hop']",60,1990.0,1,
Beth Hart,spotify:artist:30TrHDLNCKQVTYWOn9QqOC,216568,"['blues rock', 'lilith', 'modern blues']",58,1990.0,1,
Alisa,spotify:artist:19Z6ho646iYK8BK0FrQMot,5584,[],48,1990.0,1,
The Jon Spencer Blues Explosion,spotify:artist:2NOhotupwYbKRNJF7LMDPG,64063,"['blues rock', 'garage rock', 'punk blues']",48,1990.0,1,
Beborn Beton,spotify:artist:1DsA0Dbq7WvsNkZZlrRZuz,10449,"['dark electro', 'dark wave', 'ebm', 'electro-industrial', 'futurepop', 'neo-synthpop', 'synthpop']",31,1990.0,1,
Joan Osborne,spotify:artist:0djV4iaxhNfYWpH60ia85o,109692,"['folk', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']",55,1990.0,1,
Xscape,spotify:artist:5z2cHsOmmmWcAPNG1oEhw0,872844,"['atl hip hop', 'dance pop', 'deep pop r&b', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",56,1990.0,0,
QT,spotify:artist:4NO2QKQ3zchF7KVU0a5cXo,55,[],35,1990.0,1,
Myron,spotify:artist:4baMXYKAKEfErCf84fOwyY,166,[],43,1990.0,1,
Jan Lundgren Trio,spotify:artist:3kfAk1i7bmKvhjBoGEAQqy,3448,"['jazz trio', 'modern jazz trio', 'swedish jazz']",38,1990.0,1,
Collective Soul,spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6,612735,"['alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",63,1990.0,0,
Annie Lennox,spotify:artist:5MspMQqdVbdwP6ax3GXqum,797290,"['europop', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock']",67,1990.0,0,
Rozalla,spotify:artist:2wnJCxpnKAagrdBJAvaDrQ,14634,"['diva house', 'eurodance', 'hardcore techno', 'hip house', 'vocal house']",46,1990.0,1,
Freedy Johnston,spotify:artist:5aeoG3xBrai5JsTqVmmgj0,4721,['jangle pop'],32,1990.0,1,
Will Smith,spotify:artist:3rWZHrfrsPBxVy692yAIxF,695593,"['afrofuturism', 'dance pop', 'electropop', 'pop']",75,1990.0,0,
Autechre,spotify:artist:6WH1V41LwGDGmlPUhSZLHO,118915,"['abstract', 'ambient', 'ambient techno', 'art pop', 'deep idm', 'drill and bass', 'drone', 'dub techno', 'electro', 'electronica', 'experimental', 'glitch', 'intelligent dance music', 'microhouse', 'minimal techno', 'ninja', 'outsider house', 'techno', 'uk experimental electronic']",46,1990.0,1,
Kickback,spotify:artist:7AxOfk07gO563CcS1zoaDt,2139,"['chicago indie', 'south dakota indie']",22,1990.0,1,
The Chimes,spotify:artist:1zIiPjzcnAXkhlVUpL3A5A,2135,[],27,1990.0,1,
David Sanborn,spotify:artist:7vNcTk9TgKF0qDsS87nWGE,89214,"['jazz funk', 'jazz fusion', 'jazz saxophone', 'smooth jazz', 'smooth saxophone']",48,1990.0,1,
of Montreal,spotify:artist:5xeBMeW0YzWIXSVzAxhM8O,221798,"['alternative dance', 'alternative rock', 'anti-folk', 'art pop', 'athens indie', 'baroque pop', 'canadian indie', 'chamber pop', 'dance-punk', 'e6fi', 'experimental pop', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'new rave', 'noise pop']",56,1990.0,1,
Christian Lindberg,spotify:artist:2gQKtXD5BZqKT8Tl9JfFcy,5187,"['brass ensemble', 'classical performance', 'classical trombone', 'swedish contemporary classical', 'wind ensemble']",36,1990.0,1,
Bone Thugs-N-Harmony,spotify:artist:5spEJXLwD1sKUdC2bnOHPg,1486100,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",68,1990.0,0,
Aaliyah,spotify:artist:0urTpYCsixqZwgNTkPJOJ4,2111669,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",63,1990.0,0,
Discovery Singers,spotify:artist:4XUltzTgP8sMvgKTOyjceo,3751,"['christian a cappella', 'christian relaxative']",37,1990.0,1,
Reuben Wilson,spotify:artist:1lkarpPUSukugn1UWuU2Ut,6716,"['hammond organ', 'jazz funk', 'jazz organ', 'rare groove', 'soul jazz']",29,1990.0,1,
Electric Boys,spotify:artist:0zRRk9Oe6owoIi3cY5yWk4,9761,"['funk metal', 'funk rock', 'glam metal', 'hard rock', 'modern hard rock', 'sleaze rock', 'swedish hard rock']",33,1990.0,1,
Lester Young,spotify:artist:05E3NBxNMdnrPtxF9oraJm,89983,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']",51,1990.0,1,
Tequila Baby,spotify:artist:2PpPgzTMMJEEhJuTwvOTIg,53471,"['brazilian punk', 'brazilian punk rock', 'brazilian rock', 'rock curitibano', 'rock gaucho']",41,1990.0,1,
Silk,spotify:artist:2X97ZAqRKRMYFIDqtvGgGc,56929,"['edm', 'house']",66,1990.0,1,
Method Man,spotify:artist:4VmEWwd8y9MCLwexFMdpwt,1130403,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",70,1990.0,0,
Vital Farias,spotify:artist:3J55EYlefj2yam1qgwtKxS,22731,"['forro', 'mpb']",32,1990.0,1,
Vince Gill,spotify:artist:3IhWQSrLj8EJjdvjFTpCyo,308606,"['country', 'country rock', 'oklahoma country']",64,1990.0,1,
Wesley Willis,spotify:artist:50yovZJnAHoy0pBruvFaCR,16166,['outsider'],32,1990.0,1,
"Richard ""Groove"" Holmes",spotify:artist:7izkpvBGc31hUccjdSNz8k,9554,"['instrumental soul', 'jazz funk', 'jazz organ', 'soul jazz']",29,1990.0,1,
Ex-Girlfriend,spotify:artist:2Dzk9smBaIfEFjF7T2Gygz,33008,['hollywood'],56,1990.0,1,
John McLaughlin,spotify:artist:4v0R1feRiuCDch7aAheVhY,66527,"['british jazz', 'contemporary post-bop', 'jazz funk', 'jazz fusion', 'jazz guitar']",50,1990.0,1,
Tamba Trio,spotify:artist:3NHFpmBuWOdkNalXJgdOqc,13119,"['bossa nova', 'brazilian jazz']",40,1990.0,1,
NRG Ensemble,spotify:artist:5k8zTtGE8pUzwTu5VicXiq,117,['modern free jazz'],1,1990.0,1,
George Clinton ,spotify:artist:2GVBp7QyHckoOg7rYkLvrA,248488,"['funk', 'p funk', 'soul']",60,1990.0,1,
AFI,spotify:artist:19I4tYiChJoxEO5EuviXpz,593245,"['alternative metal', 'emo', 'modern rock', 'pop punk', 'punk', 'screamo', 'skate punk']",63,1990.0,0,
S.P.O.C.K,spotify:artist:2sDfbgbPqK8cnEDV5bCyby,5095,"['ebm', 'futurepop', 'neo-synthpop', 'swedish synthpop']",23,1990.0,1,
Tanto Metro ,spotify:artist:4mVpYIVAOE8sEdYuL8HDpd,31219,"['dancehall', 'soca']",45,1990.0,1,
La Bouche,spotify:artist:488v7rQzthLNK22r0UvMie,132097,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']",61,1990.0,1,
Jon Secada,spotify:artist:10n1KB2sjTrGdyuC83y8jW,158716,['soft rock'],62,1990.0,1,
Bix Beiderbecke,spotify:artist:3kfbYBrL3MCPAMUwKDRpc7,19892,"['big band', 'dixieland', 'jazz trumpet', 'ragtime', 'stride', 'swing', 'tin pan alley', 'vintage jazz']",38,1990.0,1,
Dimmu Borgir,spotify:artist:6e8ISIsI7UQZPyEorefAhK,306012,"['black metal', 'death metal', 'groove metal', 'melodic death metal', 'metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal']",55,1990.0,1,
Acker Bilk,spotify:artist:5bdgb81IJMXag724quaNSA,20737,"['adult standards', 'ballroom', 'brill building pop', 'easy listening', 'jazz clarinet', 'lounge']",52,1990.0,1,
Will Smith ,spotify:artist:3rWZHrfrsPBxVy692yAIxF,695593,"['afrofuturism', 'dance pop', 'electropop', 'pop']",75,1990.0,0,
Peter Cetera ,spotify:artist:5xWPOujQqd4wXyB08slZ9Z,424188,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",64,1990.0,0,
L.A. Style,spotify:artist:4reUSabzsXZWM3BMH4fU1Q,1926,"['eurodance', 'hardcore techno', 'hip house', 'rave']",31,1990.0,1,
Los Fabulosos Cadillacs,spotify:artist:2FS22haX3FYbyOsUAkuYqZ,1761632,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",70,1990.0,0,
Pearl Jam,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,5689652,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']",80,1990.0,0,
Jelly Roll Morton,spotify:artist:4XepUkisa56DUeA3gbjDQD,25087,"['big band', 'dixieland', 'jazz piano', 'louisiana blues', 'new orleans blues', 'new orleans jazz', 'ragtime', 'stride', 'swing', 'vintage jazz']",38,1990.0,1,
Pokémon,spotify:artist:6goK4KMSdP4A8lw8jk4ADk,173737,['cartoon'],56,1990.0,1,
Propagandhi,spotify:artist:7qpy5KY3DVrezixTl6mziA,113982,"['canadian indie', 'canadian punk', 'melodic hardcore', 'orgcore', 'punk', 'ska punk', 'skate punk']",51,1990.0,1,
Parachute Express,spotify:artist:5ShmqyBAJRFMF0PqVjLYF3,1354,"[""children's music""]",23,1990.0,1,
Music For Little People Choir,spotify:artist:56VxN57aiLCz1TXtVi9Pt6,1381,"[""children's music"", 'nursery']",36,1990.0,1,
Backstreet Boys,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,3169277,"['boy band', 'dance pop', 'europop', 'pop']",80,1990.0,0,
Hanson,spotify:artist:0SdiiPkr02EUdekHZJkt58,277936,"['boy band', 'dance pop', 'neo mellow', 'pop rock']",62,1990.0,1,
Edgard Varèse,spotify:artist:0enRaCZSvIUa2nVC7I4roi,12786,"['acousmatic', 'avant-garde', 'early modern classical']",26,1990.0,1,
Made In Brazil,spotify:artist:4dOQmMX7BjiqA1TOZzDMm3,12693,"['brazilian punk', 'hard rock brasileiro', 'rock gaucho']",24,1990.0,1,
Jack Off Jill,spotify:artist:5ybsLFsFrRFXgdklfMryWD,56280,"['dark cabaret', 'riot grrrl', 'steampunk']",39,1990.0,1,
King Django,spotify:artist:5nYHAb10GekvarmZDn28I0,2250,"['ska punk', 'ska revival', 'traditional ska']",13,1990.0,1,
Caliban,spotify:artist:1oeo6cC9Fqa2bxxv67qBQL,123909,"['deathcore', 'german metalcore', 'german post-hardcore', 'groove metal', 'melodic metalcore', 'metalcore']",48,1990.0,1,
Trick Daddy ,spotify:artist:12FHARd9fY0Tu0ila4Ua25,560361,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",61,1990.0,0,
The Idle Race,spotify:artist:04eUV5Ml7cff2sEJEwll6G,5863,"['classic garage rock', 'freakbeat', 'psychedelic rock']",25,1990.0,1,
Ty Herndon,spotify:artist:1Fj0R2t4HaJa3oUe8azB8R,74924,"['country', 'country road']",43,1990.0,1,
Los Angeles Azules,spotify:artist:0ZCO8oVkMj897cKgFH7fRW,3073522,"['grupera', 'gruperas inmortales', 'nu-cumbia', 'regional mexican']",79,1990.0,0,
Angry Johnny and the Killbillies,spotify:artist:0G14MvZtLGtQYpG82l10UL,5845,"['cowpunk', 'deathgrass', 'gothic americana']",28,1990.0,1,
Ace Of Base,spotify:artist:5ksRONqssB7BR161NTtJAm,367964,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'pop rock']",65,1990.0,1,
Ellery Eskelin,spotify:artist:79CKjkgIoXOZB6Hwzg5vrz,1105,"['avant-garde jazz', 'free improvisation', 'free jazz', 'jazz saxophone']",11,1990.0,1,
Snoop Dogg ,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,5766050,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",86,1990.0,0,
Faith Evans,spotify:artist:5NDMothbpdpq2xHqSjrrWn,811148,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",68,1990.0,0,
Excuse 17,spotify:artist:0yiYHDCQjggaHJfpD9MZOR,4659,"['olympia wa indie', 'queercore', 'riot grrrl']",20,1990.0,1,
Amber,spotify:artist:6NFRBhq9SmNn1FAiRs9AEf,3673,['uk pop'],63,1990.0,1,
Celine Dion,spotify:artist:4S9EykWXhStSc15wEx8QFK,3655957,"['canadian pop', 'dance pop']",78,1990.0,0,
Andrea Bocelli,spotify:artist:3EA9hVIzKfFiQI0Kikz2wo,1452552,"['classical tenor', 'italian tenor', 'operatic pop']",73,1990.0,0,
Usher,spotify:artist:23zg3TcAtWQy7J6upgbUnj,7639807,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'urban contemporary']",82,1990.0,0,
Joe Loss,spotify:artist:3OixquvLvKBdSUJlYDPbxU,1375,"['ballroom', 'big band', 'british dance band', 'easy listening']",37,1990.0,1,
Summoning,spotify:artist:5BViLZRXrRfhPDokkbYiMy,56564,"['atmospheric black metal', 'austrian metal', 'black metal', 'dungeon synth', 'folk metal', 'middle earth', 'neoclassical darkwave', 'pagan black metal', 'symphonic black metal', 'voidgaze']",41,1990.0,1,
Strung Out,spotify:artist:07ATE522e8aDsEb0JVLYqg,100345,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",51,1990.0,1,
Hi Tek 3 ,spotify:artist:75aA32HVEg7Z9QNG7f9l93,174,[],17,1990.0,1,
Slaughter,spotify:artist:24Oiw7BlvO1BETecDLJt6m,97093,"['deathcore', 'melodic metalcore', 'progressive deathcore', 'russian metal', 'slamming deathcore']",52,1990.0,1,
The Corrs,spotify:artist:1VbWUxZTRNY2gw3qZ1tg9W,625308,"['bow pop', 'celtic rock', 'dance pop', 'europop', 'neo mellow', 'new wave pop', 'pop rock']",65,1990.0,0,
Tevin Campbell,spotify:artist:5VfqJBmXcf6ZqXoGij5qTE,515252,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",58,1990.0,0,
Crash Test Dummies,spotify:artist:1YEGETLT2p8k97LIo3deHL,167099,"['canadian rock', 'pop rock']",57,1990.0,1,
Bone Thugs-N-Harmony ,spotify:artist:5spEJXLwD1sKUdC2bnOHPg,1486100,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",68,1990.0,0,
Devin Townsend,spotify:artist:54Xuca1P5nDqfKYZGDfHxl,158766,"['alternative metal', 'avant-garde metal', 'canadian metal', 'djent', 'jazz metal', 'progressive metal', 'vancouver metal']",53,1990.0,1,
Tag Team,spotify:artist:3NfJ6VPVz0lf3jWy5F1N7g,21022,['miami bass'],45,1990.0,1,
Daryl Coley,spotify:artist:2k7eX9JBghoFsvRljRzi01,36475,['gospel'],35,1990.0,1,
Russ Irwin,spotify:artist:66CMkVv86OLFmksFPnULzt,86,[],3,1990.0,1,
Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,4035538,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",79,1990.0,0,
Busta Rhymes ,spotify:artist:1YfEcTuGvBQ8xSD1f53UnK,1448543,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",75,1990.0,0,
Clubland,spotify:artist:1992WoVCYrCH6PWRVszSlh,6973,[],29,1990.0,1,
Cibo Matto,spotify:artist:2te8VJxgUxcElC8Uq6eJs6,47787,"['shibuya-kei', 'trip hop']",41,1990.0,1,
Los Rebeldes Del Rock,spotify:artist:5ahSHu8Ulm48wkQalpmjb5,43244,"['mexican classic rock', 'mexican rock-and-roll']",43,1990.0,1,
Beck,spotify:artist:4EPJlUEBy49EX1wuFOvtjK,156252,"['dance pop', 'house', 'pop', 'pop house', 'tropical house', 'uk pop']",81,1990.0,1,
Kenny Baker,spotify:artist:2hdWa1ITLNBBtU5CM0m2Jg,1213,"['appalachian folk', 'bluegrass', 'instrumental bluegrass', 'old-time', 'progressive bluegrass']",24,1990.0,1,
The Red Army Choir,spotify:artist:4yNluGAiPbYXLwlA9KspbG,76122,['russian folk'],57,1990.0,1,
Nelson,spotify:artist:2wi99swSP87YaFjVOI3zGJ,134497,"['bossa nova', 'brega', 'forro', 'mpb', 'samba', 'velha guarda']",49,1990.0,1,
Eugene Goossens,spotify:artist:483GzyquXTKF7P9VYfnOj5,203,['british modern classical'],33,1990.0,1,
Kenny Lattimore,spotify:artist:1UjTUqWfGkof4L5HO5NmzP,254050,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",48,1990.0,1,
J Jetrin,spotify:artist:4PYbhZM7jmP5FCmk6ZErW3,33405,"['classic thai pop', 'thai hip hop', 'thai pop']",38,1990.0,1,
Plas Johnson,spotify:artist:4Xqx9yiQsWMNXE2oKbm5uc,816,['space age pop'],16,1990.0,1,
Chapterhouse,spotify:artist:3r94PF71LWRI5K6wqclNjQ,25724,"['c86', 'dream pop', 'dreamgaze', 'noise pop', 'nu gaze', 'reading indie', 'shoegaze', 'slow core']",33,1990.0,1,
Kenny Wheeler,spotify:artist:2GIms8u3bruipn5MOR5wcs,9695,"['avant-garde jazz', 'british jazz', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'free jazz', 'jazz fusion', 'jazz trumpet', 'library music']",31,1990.0,1,
New York Dolls,spotify:artist:0WhGV9lzljq2QKJ8ipw6jx,154654,"['dance rock', 'early us punk', 'garage rock', 'glam punk', 'glam rock', 'post-punk', 'power pop', 'protopunk', 'pub rock', 'punk', 'punk blues']",46,1990.0,1,
OutKast,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,1336600,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",76,1990.0,0,
Caribbean Jazz Project,spotify:artist:0H895uoamTDU0A9OH73CMT,6527,"['jazz caraibes', 'latin jazz']",22,1990.0,1,
Dave Matthews Band,spotify:artist:2TI7qyDE0QfyOlnbtfDo7L,1295866,"['jam band', 'neo mellow', 'pop rock']",71,1990.0,0,
Lee Ann Womack,spotify:artist:738OS3zrCO782uDiUN9pet,413182,"['contemporary country', 'country', 'country dawn', 'country road']",56,1990.0,0,
Michael Kamen,spotify:artist:68bqsIINo5RFICYwbkChbb,21069,"['classic soundtrack', 'scorecore', 'soundtrack']",53,1990.0,1,
Lenny Kravitz,spotify:artist:5gznATMVO85ZcLTkE9ULU7,1905374,"['permanent wave', 'pop rock', 'rock']",72,1990.0,0,
The Verve Pipe,spotify:artist:242iqFnwNhlidVBMI9GYKp,201578,"['pop rock', 'post-grunge']",52,1990.0,1,
Los Superclasicos,spotify:artist:2S7J5dfwhX2FNv2HaYoE77,0,[],0,1990.0,1,
Terror Fabulous ,spotify:artist:1Oq1UznFoef8kJK0c57xIF,19476,"['dancehall', 'deep ragga', 'lovers rock', 'old school dancehall']",42,1990.0,1,
Jodeci,spotify:artist:1eNkUXHPaXyuyC8NAgzykK,1123907,"['dance pop', 'funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",60,1990.0,0,
Toad The Wet Sprocket,spotify:artist:4j7EVY3kuDwLPfD2jfC7LC,187312,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",54,1990.0,1,
Sheryl Crow,spotify:artist:4TKTii6gnOnUXQHyuo9JaD,630355,"['lilith', 'mellow gold', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'rock']",69,1990.0,0,
Mr. Review,spotify:artist:5g8R72b6PxqDmFv8Hu0jK9,5729,"['euroska', 'ska', 'ska revival', 'traditional ska']",26,1990.0,1,
Soul Asylum,spotify:artist:02da1vDJ2hWqfK7aJL6SJm,343843,"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",59,1990.0,1,
Giovanni Gabrieli,spotify:artist:1OyxYAdM222Bw3DMzy2Aed,6398,"['classical', 'early music', 'italian renaissance', 'renaissance']",30,1990.0,1,
Savage Garden,spotify:artist:3NRFinRTEqUCfaTTZmk8ek,675563,"['boy band', 'dance pop', 'europop', 'pop rock']",68,1990.0,0,
Real McCoy,spotify:artist:2vRfKzjQYJQd67X8x49MOh,71526,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']",54,1990.0,1,
Hi-Five,spotify:artist:62FPyLpIhmk27hBw6RHlhh,8055,"['big band', 'jazz blues', 'rhythm and blues', 'swing']",45,1990.0,1,
Candyman,spotify:artist:3mGe3yyg9FrxlHidyYWiH6,9003,[],37,1990.0,1,
Huntingtons,spotify:artist:6HL0EdN1uN2ZdaLHYh5WcG,5170,"['christian punk', 'power-pop punk']",32,1990.0,1,
Sporty Thievz ,spotify:artist:4D1sh6dCcdjdAoI0nvuw7R,1943,[],23,1990.0,1,
Mona Lisa,spotify:artist:1j7sLzLIMDwAd8OOrbQgEt,1112,[],28,1990.0,1,
Color Me Badd,spotify:artist:1QtIfAa6y7w2JhxYJhYeUG,256764,"['boy band', 'new jack swing', 'r&b', 'urban contemporary']",54,1990.0,1,
Warren G,spotify:artist:2B4ZHz4QDWJTXPFPgO5peE,1192637,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",68,1990.0,0,
Banda Magníficos,spotify:artist:74B3SJ1xNHK3VS4T9i2TvQ,267904,"['axe', 'brega', 'forro', 'pagode', 'tecnobrega']",50,1990.0,1,
Pat Metheny,spotify:artist:3t58jfUhoMLYVO14XaUFLA,200217,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz guitar']",57,1990.0,1,
Elmo ,spotify:artist:0q9kpdDkEA3H17gcRMjgVS,118856,"['blues', 'blues rock', 'chicago blues', 'delta blues', 'electric blues', 'rock-and-roll', 'traditional blues']",48,1990.0,1,
69 Boyz,spotify:artist:7qeBsFLeNEuzrDhDMbnDwF,57364,['miami bass'],44,1990.0,1,
