artist,uri,followers,genres,popularity,decade,is_recommended,billboard
Víctor Manuel,spotify:artist:4N5fp4zhTsVITZTVfsXpc2,810692,"['latin', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']",66,1970.0,0,
Mama Cass Elliot,spotify:artist:1VDgSKNnqmAhg9bc2dgQ0S,1678,[],8,1970.0,1,
Chita Rivera,spotify:artist:55DHRcQ9oxUu76VNuQz48P,3899,"['broadway', 'show tunes']",28,1970.0,1,
The Nitty Gritty Dirt Band,spotify:artist:5ZGlGWyQjwnxgKX02WjJcO,90,[],0,1970.0,1,
Jane Olivor,spotify:artist:2WqdbY7r624W8KadOMlzno,2798,['cabaret'],39,1970.0,1,
Danny O'Keefe,spotify:artist:26cyEknjBMpiYPYK2zi974,3350,"['country rock', 'singer-songwriter']",35,1970.0,1,
Alicia Bridges,spotify:artist:1UY4oIFpjCKe5qIhKDcloe,12454,['disco'],43,1970.0,1,
Audience,spotify:artist:7B1Ms9qEAHWZ7hJLZg4zbY,38,[],27,1970.0,1,
MFSB ,spotify:artist:2mknvtcck8i82nKxDPDibv,39564,"['classic soul', 'disco', 'funk', 'instrumental soul', 'jazz funk', 'motown', 'philly soul', 'post-disco', 'quiet storm']",46,1970.0,1,
Mungo Jerry,spotify:artist:2mbvqMGpwLsakeH45p1Jrb,44267,"['british blues', 'bubblegum pop']",56,1970.0,1,
Rickie Lee Jones,spotify:artist:0dYkMe3wK29DulSa0uR8Rq,104891,"['country rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new wave pop', 'roots rock', 'singer-songwriter']",48,1970.0,1,
Jim Weatherly,spotify:artist:0KYECjrpbLM1bbgqxYB7ZF,89,[],5,1970.0,1,
Townes Van Zandt,spotify:artist:3ZWab2LEVkNKiBPIClTwof,185491,"['alternative country', 'cosmic american', 'country rock', 'folk', 'folk rock', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk']",59,1970.0,1,
McFadden ,spotify:artist:3iQM78Xg0wJnGZhgVNLPmY,18113,"['disco', 'philly soul', 'post-disco', 'quiet storm']",45,1970.0,1,
City Boy,spotify:artist:08dazMCiWeKkomvpDLSetA,5058,[],34,1970.0,1,
Doucette,spotify:artist:0BVxbl2zUDcXgYYXTTiDCv,5850,['classic canadian rock'],32,1970.0,1,
Crabby Appleton,spotify:artist:3EEBJbLXXb9ShxSDsjbIh7,984,[],19,1970.0,1,
The Glitter Band,spotify:artist:5T367l9J8qiud4dRobcgnz,3356,[],36,1970.0,1,
Doris Duke,spotify:artist:4EBkFWxQ0EP5Fvya15d3Af,4271,['southern soul'],24,1970.0,1,
Zeca Do Trombone,spotify:artist:1tqfGIpfy4hVG7TI5I19sx,579,"['brazilian soul', 'samba-rock']",19,1970.0,1,
Roger Voudouris,spotify:artist:0AfDBW6x1y3cJ7U8wSasVM,601,"['deep soft rock', 'yacht rock']",23,1970.0,1,
Parliament,spotify:artist:5SMVzTJyKFJ7TUb46DglcH,432571,"['afrofuturism', 'funk', 'funk rock', 'motown', 'p funk', 'soul']",60,1970.0,0,
Pure Prairie League,spotify:artist:1MXwwmS2JpmsHZhdMeOL2s,118700,"['classic rock', 'country rock', 'folk rock', 'mellow gold', 'roots rock', 'soft rock']",52,1970.0,1,
London Symphony Orchestra,spotify:artist:5yxyJsFanEAuwSM5kOuZKc,193270,"['classical', 'classical performance', 'orchestra']",77,1970.0,1,
Warren Zevon,spotify:artist:3mY9Ii0cL5SQxpOTAm8SHx,205819,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'power pop', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",59,1970.0,1,
Goblin,spotify:artist:43X1WUBfHuL1XJYckslH5U,125129,"['bass trap', 'gaming edm']",53,1970.0,1,
Lindomar Castilho,spotify:artist:3Y8OICFo7f4ZgUMVST81I0,25303,"['brega', 'sertanejo', 'sertanejo tradicional']",35,1970.0,1,
Rita Lee,spotify:artist:7dnT2FUXhjirperXaH22IJ,517929,"['bossa nova', 'mpb', 'nova mpb']",63,1970.0,0,
Tom Johnston,spotify:artist:77vFMS6JGC1VvpBh60OCRr,1638,[],38,1970.0,1,
Gallagher,spotify:artist:6sN51vEARnAAdBw1IKZ8Q9,618616,"['britpop', 'modern rock', 'rock']",65,1970.0,0,
Prelude,spotify:artist:2f9YCezqtGZfwheaRAUx8u,480,[],19,1970.0,1,
Bonnie Tyler,spotify:artist:0SD4eZCN4Kr0wQk56hCdh2,868832,"['europop', 'mellow gold', 'new wave pop', 'soft rock']",70,1970.0,0,
Tom Scott,spotify:artist:72ktMty33X1LsIzHdRr0U5,18472,"['jazz funk', 'smooth jazz']",36,1970.0,1,
Michael Franks,spotify:artist:0AVE7rDx4X9w0pW1XlN1om,86636,"['jazz funk', 'smooth jazz', 'yacht rock']",53,1970.0,1,
Biddu Orchestra,spotify:artist:0lUimvAVToyIQxJ4nLQmGc,1284,[],27,1970.0,1,
Mountain,spotify:artist:0Jeckitay8SbvKwqAzWuYH,74738,['reggae'],60,1970.0,1,
Five Special,spotify:artist:3RHldV72WTaJyreb8a0Iy2,0,[],0,1970.0,1,
Charles Ives,spotify:artist:73s17iW5LTtXRMVoofi9sU,17035,"['american modern classical', 'avant-garde', 'classical', 'early modern classical', 'outsider', 'post-romantic era']",35,1970.0,1,
Deniece Williams,spotify:artist:5jNGQ7VOU87x5402JjhTtd,233275,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",57,1970.0,1,
M,spotify:artist:1yR65psqiazQpeM79CcGh8,14915833,['sertanejo'],85,1970.0,0,
Sharon Paige and Harold Melvin,spotify:artist:1yR65psqiazQpeM79CcGh8,14915833,['sertanejo'],85,1970.0,0,
Duck Baker,spotify:artist:2oVhsV35hDtKbbwS8FL6KC,1390,['fingerstyle'],18,1970.0,1,
Pink Floyd,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,12066513,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",83,1970.0,0,
Easy Street,spotify:artist:4jpbYWV6Lz2G8rGfcy5rOE,232,[],5,1970.0,1,
Suni Paz,spotify:artist:1NfOPoGjQfGNsKdUxtFzvJ,762,['nueva cancion'],33,1970.0,1,
Amii Stewart,spotify:artist:7GPNaPWw3STF8NYp39pd8G,37251,"['disco', 'hi-nrg']",50,1970.0,1,
Fox,spotify:artist:57DlMWmbVIf2ssJ8QBpBau,294250,"['indie game soundtrack', 'otacore']",70,1970.0,1,
Ola Belle Reed,spotify:artist:0jUzzv49Ke4m0qqcuudBsw,4426,"['appalachian folk', 'banjo', 'bluegrass', 'old-time', 'string band', 'traditional folk']",33,1970.0,1,
Jennifer Warnes,spotify:artist:1BwHztAQKypBuy5WBEdJnG,39773,"['folk', 'lilith', 'traditional folk']",66,1970.0,1,
Pat Travers,spotify:artist:0YEyuuhfdNXnTJh1uFhl3p,49743,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock', 'southern rock']",37,1970.0,1,
Willie Bobo,spotify:artist:74Dnr5flGLfLeyV85l0NUr,31228,"['boogaloo', 'jazz funk', 'latin jazz', 'soul jazz']",44,1970.0,1,
Jim Ed Brown,spotify:artist:6XBkny92syvAWxlIX8CZAM,12248,['arkansas country'],38,1970.0,1,
Lubomyr Melnyk,spotify:artist:0G9qoAVEY16XVywzpxP4wP,18935,"['compositional ambient', 'minimalism', 'post-minimalism']",37,1970.0,1,
Faith Band,spotify:artist:43CWFKnfHie5he5DK2cggq,7,[],2,1970.0,1,
Willie Hutch,spotify:artist:5w834ZosnqiBBV8xXCi3oD,42921,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",41,1970.0,1,
Billy Ocean,spotify:artist:5IDs1CK15HegSAhGEbSYXo,500621,"['dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",66,1970.0,0,
Engerling,spotify:artist:5PvLQuekF4TbBpP9hWP65f,860,"['german rock', 'ostrock']",11,1970.0,1,
Susan Jacks,spotify:artist:6GH8lDgqqfg1KSDfFRFGzK,59,[],44,1970.0,1,
Wadsworth Mansion,spotify:artist:7Ms7NbAd3ltqXbU11HiRMH,131,[],13,1970.0,1,
Weather Report,spotify:artist:162DCkd8aDKwvjBb74Gu8b,145205,"['art rock', 'bebop', 'contemporary post-bop', 'jazz', 'jazz funk', 'jazz fusion']",49,1970.0,1,
Bettina Wegner,spotify:artist:0JXONkYuno7HPQcIHOpmnG,3922,['liedermacher'],25,1970.0,1,
David Laflamme,spotify:artist:6Oy0FvqEiCHc8tqUUawWQN,119,[],5,1970.0,1,
Vox Dei,spotify:artist:1sTOtMflHQ1ULtuozST5RR,84735,"['argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",41,1970.0,1,
Homesick James,spotify:artist:4XlRNWTeM8KRfRrvxXSsgP,2745,"['blues', 'chicago blues', 'traditional blues']",21,1970.0,1,
Mavis Staples,spotify:artist:0cTSCsVx04SSht9V6cpKN0,61008,"['funk', 'roots rock', 'soul', 'southern soul']",57,1970.0,1,
John Rowles,spotify:artist:40f70JVK5anPhD3fGoXkra,3588,['classic nz pop'],31,1970.0,1,
Chris Thompson ,spotify:artist:1NMrkFHZakHLMMD30DCmb3,1912,['alternative roots rock'],36,1970.0,1,
Painter,spotify:artist:2GATzeg62cr6sH29wSOVWe,63209,"['alternative pop', 'alternative rock', 'chamber pop', 'dream pop', 'experimental rock', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'melancholia', 'noise pop', 'post-rock', 'slow core']",44,1970.0,1,
The Mixtures,spotify:artist:3uPSzsWGSzQZfihkPkAvfN,455,[],22,1970.0,1,
Big Walter Horton,spotify:artist:7ApWhtmpJkPyd5WjwDdDfX,16863,"['blues', 'chicago blues', 'electric blues', 'harmonica blues', 'memphis blues', 'traditional blues']",30,1970.0,1,
People's Choice,spotify:artist:5OPSpcX9nVVWCIOKcoM4ot,11163,"['classic soul', 'disco', 'philly soul', 'post-disco']",32,1970.0,1,
Rory Gallagher,spotify:artist:1kcWyDvrlPUbyxkIoM6pAV,217114,"['album rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'psychedelic rock', 'rock', 'roots rock']",54,1970.0,1,
Labelle,spotify:artist:0ty0xha1dbprYIUAQufkFn,511742,"['disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'philly soul', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",56,1970.0,0,
Blues Image,spotify:artist:3qP1yR7s0FAKMjEw99p6wE,8997,[],40,1970.0,1,
Casey Kelly,spotify:artist:4ZXMlDqRxoSPRule503TB3,59,[],3,1970.0,1,
Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,1326484,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",70,1970.0,0,
Witch Queen,spotify:artist:74iLRrAnxEq3FXrYhw57vQ,98,[],6,1970.0,1,
Adolescents,spotify:artist:2sSmGd0x45FGBtjJwNBSFr,93389,"['crossover thrash', 'hardcore punk', 'punk', 'skate punk', 'thrash core']",47,1970.0,1,
The Sons Of Champlin,spotify:artist:3LmdSHbQzMs8ZL0GVGpwXb,1185,[],15,1970.0,1,
The People's Choice,spotify:artist:1NqEdHZu5o9r4I37uGUNHI,595,[],27,1970.0,1,
April Wine,spotify:artist:1JHzh1ETQTMoFb2CgncnTL,200438,"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",51,1970.0,1,
Goose Creek Symphony,spotify:artist:70jJ6lRcZAXn0cnfR3GLpL,3046,['cosmic american'],25,1970.0,1,
Penny Mclean,spotify:artist:2EqPo7BwJq5UJsE5nWqgrk,1256,[],28,1970.0,1,
Double Exposure,spotify:artist:2ycdPM6Y4ioJzcmZRlp4Db,2635,['philly soul'],38,1970.0,1,
(The Preacher,spotify:artist:3ikhKlxQA5V5LcZEos15Zb,1179,['acoustic blues'],24,1970.0,1,
John Phillips,spotify:artist:4O8NcI06slOnzcloI95qfe,5445,"['cosmic american', 'country rock']",32,1970.0,1,
Cold Blood,spotify:artist:0n9no3nPCYweKM6dTypcgp,4413,[],29,1970.0,1,
Vicki Lawrence,spotify:artist:3PNGsgUFOuNvwagyBCo2Rg,1741,[],29,1970.0,1,
Ian Hunter,spotify:artist:1Ov9t7KbQF0oz9B4JsMfV2,30037,"['glam rock', 'power pop', 'pub rock', 'roots rock']",39,1970.0,1,
The Ramones,spotify:artist:6u3eqTBC77gibTS60r3pPp,4461,[],10,1970.0,1,
Yvonne Fair,spotify:artist:4mGB0olhR5RpsEZWn0cqA8,3295,"['classic soul', 'motown']",40,1970.0,1,
Thin Lizzy,spotify:artist:6biWAmrHyiMkX49LkycGqQ,707860,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'irish rock', 'metal', 'rock']",67,1970.0,0,
Creedence Clearwater Revival ,spotify:artist:3IYUhFvPQItj6xySrBmZkd,3443552,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']",80,1970.0,0,
The Rowans,spotify:artist:00nOM3ZEuz8vQmmFlYOfaG,124,[],5,1970.0,1,
Shawn Phillips,spotify:artist:0qgbJLYz20q47xKIkkXBG9,5273,['folk'],29,1970.0,1,
Carole Bayer Sager,spotify:artist:6yjU0SoX3vxPV7KoopXlWe,2541,"['deep soft rock', 'yacht rock']",36,1970.0,1,
Nicolette Larson,spotify:artist:0NCXrh1XOnHNp4mM0JUFJw,26429,"['country rock', 'mellow gold', 'soft rock', 'yacht rock']",43,1970.0,1,
Graham Parker,spotify:artist:2CZj6Atoe6w2JhkMQnOEXo,18005,"['jangle pop', 'power pop', 'pub rock', 'roots rock']",34,1970.0,1,
David Essex,spotify:artist:46n0cAhBmsRJZiX6GSFmbf,40691,"['bubblegum pop', 'classic uk pop', 'glam rock']",43,1970.0,1,
Ace Frehley,spotify:artist:62olK5zZHSgFUXGDykgBL8,117272,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",50,1970.0,1,
Phoebe Snow,spotify:artist:3iuobQyYhofKRr5W6HZoKt,30416,"['folk', 'jazz blues']",43,1970.0,1,
Franco Micalizzi,spotify:artist:0lHiy3xrrwglfooXD5zLSf,256,['old west'],26,1970.0,1,
Cross Country,spotify:artist:3vfcneXUnsP3Z7SRfFt5Sz,74,[],5,1970.0,1,
Louisiana Red,spotify:artist:1gAPH1IQmAFW28AYz1nyE9,6243,"['acoustic blues', 'blues', 'electric blues', 'louisiana blues']",29,1970.0,1,
A Bolha,spotify:artist:6lyuRtUnmXTOAYAhFjIAWr,3937,['brazilian psychedelic'],14,1970.0,1,
The Assembled Multitude,spotify:artist:0Iu81d083UWM0dQoWShgjd,79,[],7,1970.0,1,
Chris Hodge,spotify:artist:78RYOFBLUTVm3VDOGRUdaW,25,[],13,1970.0,1,
Valerie Simpson,spotify:artist:7Lc8gVjpJFGo4xMHE0Ax7r,994,[],28,1970.0,1,
"Ricardo ""Richie"" Ray",spotify:artist:2spUXl3eKq2URO97haSzAc,1188,['boogaloo'],44,1970.0,1,
T.G. Sheppard,spotify:artist:23C7hNBr8GRdsk3VoTSZXh,72068,"['classic country pop', 'country', 'country rock']",46,1970.0,1,
Xesco Boix,spotify:artist:4lDFmQGHJl1j058CSAQ8np,2241,"['musica infantil catala', 'nova canco']",22,1970.0,1,
Charles De Goal,spotify:artist:6m0I9caUwCWyaNTzVEZGWk,1535,"['coldwave', 'early french punk', 'french post-punk', 'gothic post-punk']",10,1970.0,1,
Gram Parsons,spotify:artist:1KA3WXYMPLxomNuoE22LYd,78752,"['alternative country', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']",50,1970.0,1,
John Paul Young,spotify:artist:2wMcQIxzH2LYHJZNxo9FcN,12730,"['australian dance', 'australian rock']",51,1970.0,1,
Joe Lee Wilson,spotify:artist:1Z4xooshB1uCq4A3Cf8r1S,123,['spiritual jazz'],7,1970.0,1,
John Fogerty,spotify:artist:5ujCegv1BRbEPTCwQqFk6t,477509,"['blues rock', 'classic rock', 'country rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock']",59,1970.0,0,
Van Mccoy,spotify:artist:0bShb58TO0fM5jOjXhB1WT,41733,['disco'],37,1970.0,1,
Fall Out Boy,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,7797166,"['emo', 'modern rock', 'pop punk']",83,1970.0,0,
Nolan Porter,spotify:artist:7H2X4y4sB4EnP593GbQi66,4990,['northern soul'],35,1970.0,1,
Foster Sylvers,spotify:artist:0ESCoUJXbD4SOqgJRA84iw,942,[],24,1970.0,1,
Maria Bethânia,spotify:artist:3f5VCwd57gZsqMad28jyLV,516640,"['baile pop', 'bossa nova', 'forro', 'mpb', 'nova mpb', 'samba', 'samba de roda', 'umbanda']",65,1970.0,0,
Paul McCartney,spotify:artist:4STHEaNw4mPZ2tzheohgXB,2936323,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",74,1970.0,0,
Bryan Ferry,spotify:artist:5RNFFojXkPRmlJZIwXeKQC,289705,"['album rock', 'art rock', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",61,1970.0,1,
First Class,spotify:artist:6Y7fb2mpYK57ucuuDcmT7a,20,[],12,1970.0,1,
The Fantastics,spotify:artist:4ApCLQlDDsEtdgR2MxioTf,420,[],27,1970.0,1,
Circle Jerks,spotify:artist:4ubY8RYfXkcEqgjEMDuLYl,125739,"['crossover thrash', 'hardcore punk', 'punk', 'skate punk', 'thrash core']",44,1970.0,1,
Odyssey,spotify:artist:5b4SvpTqll0LSqJWPpXya5,49432,"['disco', 'hammond organ', 'motown', 'post-disco', 'quiet storm']",52,1970.0,1,
Jesse Winchester,spotify:artist:0LQrsY8CFvCyUAqAtiiVxw,7621,"['country rock', 'folk', 'roots rock', 'traditional folk']",37,1970.0,1,
Larry Groce,spotify:artist:2z9Y52xPb933l5cs0GNvnc,2969,"[""children's music"", 'nursery']",43,1970.0,1,
The Dillards,spotify:artist:3WAkTbMThUvVRq5keECFtS,11674,"['appalachian folk', 'banjo', 'bluegrass', 'cosmic american', 'country rock', 'progressive bluegrass', 'traditional folk']",39,1970.0,1,
Paul Williams,spotify:artist:3f626JSVauIhTQgatsFcs4,8154,[],50,1970.0,1,
Asphalt Jungle,spotify:artist:4JDvhPrxu4z4FGK2inVvAg,335,['early french punk'],7,1970.0,1,
John Baldry,spotify:artist:5x9DWz6SpEVu9NgL8aktm2,5718,"['british blues', 'canadian blues']",34,1970.0,1,
Delegation,spotify:artist:1zKp43H1kLHOTkJAeyTIkf,37919,"['disco', 'funk', 'post-disco', 'quiet storm']",51,1970.0,1,
Ian Lloyd,spotify:artist:1imvLPBvQHkf3PN8wKz5zg,176,[],13,1970.0,1,
Sammy Burdson,spotify:artist:0UCdyJ5Dsn5OqIHA0XSq4v,151,['spytrack'],10,1970.0,1,
Bill Quateman,spotify:artist:3I1mRytDvAfQIkNtIjZLWW,159,['deep soft rock'],6,1970.0,1,
Marmalade,spotify:artist:1tttI1iC4FsS6BM5l38oe5,40507,"['bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",45,1970.0,1,
Willie Mabon,spotify:artist:7rmHrwuyVuFNIvikHchsQn,1649,"['chicago blues', 'piano blues', 'rhythm and blues']",26,1970.0,1,
Black Oak Arkansas,spotify:artist:07xwCifj3iE7F6fYHin4TU,72151,"['blues rock', 'classic rock', 'country rock', 'hard rock', 'southern rock']",37,1970.0,1,
Pablo Milanés,spotify:artist:4vOfKh5wz7lTcdqB3EwsC5,288999,"['bolero', 'bolero cubano', 'cantautor', 'nueva cancion', 'trova']",58,1970.0,1,
Ariel Kalma,spotify:artist:1XDHnXR3sd1pGoc7vqUtBq,2363,"['didgeridoo', 'fourth world']",23,1970.0,1,
Mighty Clouds Of Joy,spotify:artist:1i6bV1rRKRPTyssKZuLfwS,33928,"['contemporary gospel', 'gospel', 'praise']",35,1970.0,1,
Dick Feller,spotify:artist:2x2wnwhzw2j9K6rbvZ88Qk,70,['novelty'],4,1970.0,1,
Clint Holmes,spotify:artist:3KEiCKE7xzZzNjCu2bTKNy,2,[],0,1970.0,1,
Donald Byrd,spotify:artist:3ZUZYvTkSr7kJQyAXVpqaL,65074,"['bebop', 'contemporary post-bop', 'cool jazz', 'funk', 'hard bop', 'indie jazz', 'jazz', 'jazz funk', 'jazz fusion', 'jazz trumpet', 'soul', 'soul jazz']",53,1970.0,1,
Brainstorm,spotify:artist:5kj0186KjQyHiLMK2OFJ3z,10204,['latvian indie'],37,1970.0,1,
Pratt ,spotify:artist:5KTykbPcDB4GYS49jcHbWh,44597,"['ambient folk', 'art pop', 'chamber pop', 'chamber psych', 'experimental pop', 'freak folk', 'indie folk', 'indie rock']",50,1970.0,1,
GQ,spotify:artist:0eBCGdfRv6rpFavBChLYS3,26,[],41,1970.0,1,
Joe Jackson,spotify:artist:6KOqPxwfNAmZPkiCnDE9yT,209954,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'soft rock']",58,1970.0,1,
Average White Band,spotify:artist:3tx8fyu3c4OBP5nejYtUOb,249501,"['disco', 'funk', 'jazz funk', 'modern funk', 'motown', 'post-disco', 'quiet storm', 'soul']",54,1970.0,1,
Voyage,spotify:artist:4nvRxWe5SwOuTDQZ500nzo,3311,"['atmosphere', 'background music']",60,1970.0,1,
The Varukers,spotify:artist:18YrNiGuaS0l5F9OfQocdy,16570,"['anarcho-punk', 'crossover thrash', 'crust punk', 'd-beat', 'hardcore punk', 'oi', 'street punk', 'thrash core', 'uk82']",28,1970.0,1,
Alive 'N Kickin',spotify:artist:0iE86E4hFw5nqNZ2Fbx0WV,0,[],0,1970.0,1,
Sweet Dreams,spotify:artist:2Zowsj1XsMabL7m0NNBKTY,2417,[],25,1970.0,1,
Di Melo,spotify:artist:4KyZtyl55zzHoBJUp07Doe,32933,"['baile pop', 'bossa nova', 'brazilian indie', 'forro', 'mpb', 'nova mpb', 'samba']",43,1970.0,1,
Rusty Wier,spotify:artist:5lzHv5qwNmlLHFhhL7w9TP,1125,['texas country'],18,1970.0,1,
Chuck Brown ,spotify:artist:2ssIfCr0vMmCuesIw9U4eg,17949,['go-go'],33,1970.0,1,
William DeVaughn,spotify:artist:1l51Sc9HBh8fLXUDEjFhxU,11348,"['classic soul', 'philly soul', 'quiet storm', 'soul']",50,1970.0,1,
The Outlaws,spotify:artist:72JEwd3EjDEwTLypkFYJn9,183101,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",51,1970.0,1,
The Stanley Brothers,spotify:artist:0qqGnmHBX2yVvCITRAvuRD,22895,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'country gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']",43,1970.0,1,
White Plains,spotify:artist:0xWTQw2TL6j7mHGOTltsEW,3366,['bubblegum pop'],31,1970.0,1,
Buckeye,spotify:artist:0FY6bEUdu9VGQXiMFgo8ba,24,[],0,1970.0,1,
Peter Brown,spotify:artist:6FgtU463qtDrvUsL5b3Ael,529,[],39,1970.0,1,
Goody Goody,spotify:artist:1iH2Yx2Ea0kZ0zKI3Nlk30,76582,"['emo rap', 'pop rap']",64,1970.0,1,
Kongas,spotify:artist:4GkifqyhyFy4UqIclUSKCL,834,[],13,1970.0,1,
David Geddes,spotify:artist:3a6bWolNuTENDrRz3SgaO5,427,[],20,1970.0,1,
A3 Dans Le WC,spotify:artist:25tsVuLwECAWw76juBaMXv,6,['early french punk'],1,1970.0,1,
Davy Jones,spotify:artist:7KhlLL4Z3CRnJRXuXM8iZw,48,[],23,1970.0,1,
Mandrill,spotify:artist:6RWnslEkqboHbDg0OUabe5,43104,"['classic soul', 'funk', 'jazz funk', 'latin afrobeat', 'soul', 'soul jazz']",36,1970.0,1,
Rare Essence,spotify:artist:4vKZXZH0eDibGsDxMVzZDh,10981,['go-go'],33,1970.0,1,
Susan Raye,spotify:artist:09efpf4ONuA3Ezctd8lXza,966,"['bakersfield sound', 'country gospel']",29,1970.0,1,
Tasha Thomas,spotify:artist:5adnn0CpGyBknDRC2vW0cx,202,['deep disco'],11,1970.0,1,
The First Class,spotify:artist:5pIuhQWZ3S55Y46wQMPrjh,101,[],10,1970.0,1,
Michael Nesmith ,spotify:artist:5Tic1bWAbmRoLrqaJ5SxU2,7977,"['bubblegum pop', 'country rock']",37,1970.0,1,
Hermeto Pascoal,spotify:artist:5COT5dVPZHSd0ZFyCQCm7s,57109,"['baiao', 'bandoneon', 'bossa nova', 'brazilian composition', 'brazilian jazz', 'choro', 'forro', 'mpb', 'samba']",40,1970.0,1,
Stories,spotify:artist:4a7CDXcRCXi4kp5z7SEXtg,43118,"['lilith', 'pop rock']",48,1970.0,1,
Steve Forbert,spotify:artist:3oAbjWINfcTSAuVUlXXMty,20423,"['alternative country', 'country rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pub rock', 'roots rock', 'singer-songwriter', 'traditional folk']",49,1970.0,1,
Kathy Dalton,spotify:artist:0MSCiyca9Tzd7ETbHS2W4f,40,[],3,1970.0,1,
Odair Jose,spotify:artist:3kUC3a0wTkjsdkJiytULkN,66826,['brega'],39,1970.0,1,
C Company ,spotify:artist:4J69yWrKwWJgjv3DKTZcGo,148981,"['classic rock', 'folk rock', 'psychedelic rock', 'rock']",60,1970.0,1,
Angel Face,spotify:artist:1htp4I5X8moH0XIP82dzm5,25,['early french punk'],1,1970.0,1,
Pickettywitch,spotify:artist:0AgzNSz74RNIGgEIz7W64L,1029,[],23,1970.0,1,
Donna McDaniel,spotify:artist:0qboo9urTuVQqkfV3Gkuyf,8,[],0,1970.0,1,
Frank Lucas,spotify:artist:6f52bHGk7naHvfOCxpi8J2,283,[],17,1970.0,1,
Los Troqueros,spotify:artist:0sgbXy2UNO0qI0qEbpCDEW,10905,['ranchera'],34,1970.0,1,
Fotomaker,spotify:artist:3ldQTVNiLhC5mT9kf3Ac7O,576,"['beatlesque', 'power pop']",11,1970.0,1,
Frederick Knight,spotify:artist:3X7yeRPAqw2O76f84A2r9U,941,['southern soul'],23,1970.0,1,
Richie Havens,spotify:artist:4Qk0lWGeXydDvfrDufDQ9p,65845,"['folk', 'folk rock', 'roots rock', 'traditional folk']",51,1970.0,1,
Smokie,spotify:artist:5rIqOJspxDq89aBBCUda1X,243089,"['europop', 'mellow gold', 'soft rock']",60,1970.0,1,
Ron Banks,spotify:artist:0xBMk75csJnT8zuhhC1qnx,2891,['slow game'],14,1970.0,1,
Cal Smith,spotify:artist:0D4bqkr7LcJnYoepwexXii,4154,[],17,1970.0,1,
Commander Cody and His Lost Planet Airmen,spotify:artist:4KtaHyqLFlKKb7aghnWBfE,9096,['country rock'],40,1970.0,1,
James Last,spotify:artist:5UyJW2eCOuXtyYftgbMxZG,70531,['easy listening'],54,1970.0,1,
Nacha Guevara,spotify:artist:0439EWLqkNEatVwyJWb0Go,5730,"['cantautor', 'nueva cancion', 'trova']",31,1970.0,1,
Wolf Biermann,spotify:artist:6DnJnXNndN4xnoL1LN2lEx,2990,['liedermacher'],21,1970.0,1,
